X [s].2,L DELTOID ANTERIOR: EMG 3 [V],X [s].3,L BICEPS BRACHII: EMG 4 [V],X [s].4,L DELTOID POSTERIOR: EMG 5 [V],X [s].7,L DELTOID MEDIUS: EMG 8 [V]
0.0,-6.21042e-06,0.0,-1.09102e-05,0.0,-1.79599e-05,0.0,-1.561e-05
0.000794117179931,-6.881819306659364e-06,0.000794117179931,-9.567411386670945e-06,0.000794117179931,-1.6952801040010954e-05,0.000794117179931,-1.4267201386681271e-05
0.0015882343598621,-6.210424768522417e-06,0.0015882343598621,-1.0238795231548608e-05,0.0015882343598621,-1.527431192130604e-05,0.0015882343598621,-1.3595804768522416e-05
0.0023823515397932,-4.5319332545805525e-06,0.0023823515397932,-1.09102e-05,0.0023823515397932,-1.628140781103986e-05,0.0023823515397932,-1.4267198698160025e-05
0.0031764687197242,-6.210417293948032e-06,0.0031764687197242,-1.09102e-05,0.0031764687197242,-2.030979350543658e-05,0.0031764687197242,-1.3595801082427236e-05
0.0039705858996553,-7.217514799958325e-06,0.0039705858996553,-1.09102e-05,0.0039705858996553,-1.9302705200041675e-05,0.0039705858996553,-1.2588705200041676e-05
0.0047647030795864,-6.881822925480831e-06,0.0047647030795864,-1.3763575133848664e-05,0.0047647030795864,-1.7624214627404156e-05,0.0047647030795864,-1.3260094149038338e-05
0.0055588202595174,-4.867629451471416e-06,0.0055588202595174,-1.2924400658238222e-05,0.0055588202595174,-1.930269978058726e-05,0.0055588202595174,-1.560999956117452e-05
0.0063529374394485,-3.1891454121039365e-06,0.0063529374394485,-1.4938593505436585e-05,0.0063529374394485,-1.863130216485447e-05,0.0063529374394485,-1.4267204329708944e-05
0.0071470546193796,-4.867618627263541e-06,0.0071470546193796,-1.5442096588497514e-05,0.0071470546193796,-1.8295602274560844e-05,0.0071470546193796,-1.5106394313936672e-05
0.0079411717993107,-5.5390230666111015e-06,0.0079411717993107,-1.2924425999692031e-05,0.0079411717993107,-1.963838613322221e-05,0.0079411717993107,-1.3931512132914236e-05
0.0087352889792417,-7.217517842449447e-06,0.0087352889792417,-1.3931498705461956e-05,0.0087352889792417,-1.930270043151268e-05,0.0087352889792417,-1.4267199568487318e-05
0.0095294061591728,-6.881821623640854e-06,0.0095294061591728,-1.4938595129077436e-05,0.0095294061591728,-1.695281136548598e-05,0.0095294061591728,-1.42672e-05
0.0103235233391039,-4.5319201335635495e-06,0.0103235233391039,-1.4267111202071944e-05,0.0103235233391039,-1.4435034533997108e-05,0.0103235233391039,-1.10780802671271e-05
0.0111176405190349,-4.196298507882375e-06,0.0111176405190349,-1.1245934253941187e-05,0.0111176405190349,-1.5610017126970596e-05,0.0111176405190349,-1.040669143396377e-05
0.011911757698966,-5.538958479188648e-06,0.011911757698966,-1.1917264239594325e-05,0.011911757698966,-1.594568211979716e-05,0.011911757698966,-1.023880894276454e-05
0.0127058748788971,-4.531961859290644e-06,0.0127058748788971,-1.359574690118226e-05,0.0127058748788971,-1.6617078760472906e-05,0.0127058748788971,-1.1749352212645768e-05
0.0134999920588282,-3.1891534281905065e-06,0.0134999920588282,-1.5106384893673188e-05,0.0134999920588282,-1.6952796642927376e-05,0.0134999920588282,-1.309218657170949e-05
0.0142941092387592,-4.196231952809147e-06,0.0142941092387592,-1.3260072660671943e-05,0.0142941092387592,-1.695277656629024e-05,0.0142941092387592,-1.3595788283145118e-05
0.0150882264186903,-4.36414141763375e-06,0.0150882264186903,-1.0910177666194035e-05,0.0150882264186903,-1.4938532998582114e-05,0.0150882264186903,-1.2588722333805964e-05
0.0158823435986214,-6.210288879222686e-06,0.0158823435986214,-1.02388476805409e-05,0.0158823435986214,-1.2924543041622703e-05,0.0158823435986214,-1.3260052319459098e-05
0.0166764607785524,-5.874736580581705e-06,0.0166764607785524,-9.567443160669496e-06,0.0166764607785524,-1.1581666322326816e-05,0.0166764607785524,-1.158168290290852e-05
0.0174705779584835,-5.87472e-06,0.0174705779584835,-1.0910162728714434e-05,0.0174705779584835,-1.15816e-05,0.0174705779584835,-1.2924362728436868e-05
0.0182646951384146,-1.5106667174757565e-06,0.0182646951384146,-1.292438766880083e-05,0.0182646951384146,-1.2420794862306452e-05,0.0182646951384146,-1.3931493834400416e-05
0.0190588123183456,-8.392772448532768e-07,0.0190588123183456,-1.2588679170035768e-05,0.0190588123183456,-1.62814e-05,0.0190588123183456,-1.6952789585017885e-05
0.0198529294982767,-2.853471171158137e-06,0.0198529294982767,-1.124586259416453e-05,0.0198529294982767,-1.6281412468611822e-05,0.0198529294982767,-1.6281362594164528e-05
0.0206470466782078,-3.6926236542673673e-06,0.0206470466782078,-1.0238867615684826e-05,0.0206470466782078,-1.661707746143839e-05,0.0206470466782078,-1.5274367615684828e-05
0.0214411638581389,-4.86757652451871e-06,0.0214411638581389,-1.225290832774636e-05,0.0214411638581389,-9.9034055741788e-06,0.0214411638581389,-1.577777708421224e-05
0.0222352810380699,-2.182104127905364e-06,0.0222352810380699,-1.2924383967963964e-05,0.0222352810380699,-6.881892143684597e-06,0.0222352810380699,-1.52743120228331e-05
0.023029398218001,-2.5177392466729028e-06,0.023029398218001,-1.510639510348607e-05,0.023029398218001,-5.539033013285948e-06,0.023029398218001,-1.3931503013308389e-05
0.0238235153979321,-5.5390430185337415e-06,0.0238235153979321,-1.3595747925089418e-05,0.0238235153979321,-5.706996932206735e-06,0.0238235153979321,-1.527429349063618e-05
0.0246176325778631,-6.210364919127537e-06,0.0246176325778631,-1.09102e-05,0.0246176325778631,-1.225305508128266e-05,0.0246176325778631,-1.4938572459358667e-05
0.0254117497577942,-4.86771494677845e-06,0.0254117497577942,-1.09102e-05,0.0254117497577942,-1.3595715052588935e-05,0.0254117497577942,-1.4267242473705532e-05
0.0262058669377253,-6.210364093071646e-06,0.0262058669377253,-1.1917258069491473e-05,0.0262058669377253,-1.2588741930508528e-05,0.0262058669377253,-1.2924455907344703e-05
0.0269999841176564,-5.539043428090505e-06,0.0269999841176564,-1.2924379857564235e-05,0.0269999841176564,-9.903153713162034e-06,0.0269999841176564,-1.359578657170949e-05
0.0277941012975874,-4.867632194166328e-06,0.0277941012975874,-1.3595799177099797e-05,0.0277941012975874,-6.5461084805932815e-06,0.0277941012975874,-1.2588703839819667e-05
0.0285882184775185,-6.210404379726552e-06,0.0285882184775185,-1.3092242957555065e-05,0.0285882184775185,5.036573431239445e-07,0.0285882184775185,-1.4938576569240844e-05
0.0293823356574496,-5.539084393030604e-06,0.0293823356574496,-1.4938450412887134e-05,0.0293823356574496,5.202949244572967e-06,0.0293823356574496,-1.393158159076114e-05
0.0301764528373806,-5.53903e-06,0.0301764528373806,-1.49386e-05,0.0301764528373806,2.5178995006407397e-06,0.0301764528373806,-1.359581993765433e-05
0.0309705700173117,-4.531968024890235e-06,0.0309705700173117,-1.1581726749634117e-05,0.0309705700173117,-2.517549876303963e-06,0.0309705700173117,-1.4938549300146354e-05
0.0317646871972428,-9.567328816235116e-06,0.0317646871972428,-1.2924378350910044e-05,0.0317646871972428,-1.0406572811435291e-05,0.0317646871972428,-1.292443247363493e-05
0.0325588043771738,-8.224587795089067e-06,0.0325588043771738,-1.2924392598326274e-05,0.0325588043771738,-1.594570185041843e-05,0.0325588043771738,-1.3595797224096749e-05
0.0333529215571049,-4.196198108404795e-06,0.0333529215571049,-1.158160455462379e-05,0.0333529215571049,-1.6281422778547582e-05,0.0333529215571049,-1.3092231893223796e-05
0.034147038737036,-3.0213806324690026e-06,0.034147038737036,-1.1749387056251128e-05,0.034147038737036,-1.7120535265828052e-05,0.034147038737036,-1.426710936290272e-05
0.0349411559169671,-3.524802046882784e-06,0.0349411559169671,-8.224805672375648e-06,0.0349411559169671,-1.7959853407770425e-05,0.0349411559169671,-1.4938562728436868e-05
0.0357352730968981,-4.531895880728063e-06,0.0357352730968981,-1.107800332737436e-05,0.0357352730968981,-1.9302654507637414e-05,0.0357352730968981,-1.2924468238543875e-05
0.0365293902768292,-6.378247392923967e-06,0.0365293902768292,-1.2252985614213182e-05,0.0365293902768292,-2.0981179448001388e-05,0.0365293902768292,-1.158161644159889e-05
0.0373235074567603,-6.881826304582388e-06,0.0373235074567603,-1.1413707881197496e-05,0.0373235074567603,-2.3330987391774244e-05,0.0373235074567603,-1.4267193695417613e-05
