X [s],R BICEPS BRACHII: EMG 1 [V],X [s].1,R DELTOID ANTERIOR: EMG 2 [V],X [s].5,R DELTOID MEDIUS: EMG 6 [V],X [s].6,R DELTOID POSTERIOR: EMG 7 [V]
0.0,-5.87472e-06,0.0,-2.3331e-05,0.0,-1.67849e-07,0.0,-3.60876e-05
0.000794117179931,-7.118784665958193e-06,0.000794117179931,-2.223506462872368e-05,0.000794117179931,6.911425419372558e-08,0.000794117179931,-3.5732152661707355e-05
0.0015882343598621,-6.190678306442247e-06,0.0015882343598621,-2.339024392815739e-05,0.0015882343598621,1.6587420678381653e-06,0.0015882343598621,-3.993827497343685e-05
0.0023823515397932,-5.736483753791558e-06,0.0023823515397932,-2.3745684107763917e-05,0.0023823515397932,2.300512958101316e-06,0.0023823515397932,-3.930640816759474e-05
0.0031764687197242,-8.323345062636555e-06,0.0031764687197242,-2.2916309617088663e-05,0.0031764687197242,4.294965062636556e-06,0.0031764687197242,-3.298731675521048e-05
0.0039705858996553,-8.40232929995339e-06,0.0039705858996553,-2.210675122985125e-05,0.0039705858996553,4.887368599906779e-06,0.0039705858996553,-2.730018420027966e-05
0.0047647030795864,-8.580062406045168e-06,0.0047647030795864,-2.323224985125792e-05,0.0047647030795864,6.664601230077641e-06,0.0047647030795864,-3.743033829345104e-05
0.0055588202595174,-6.289426151228539e-06,0.0055588202595174,-2.5285945803362847e-05,0.0055588202595174,7.207644231096432e-06,0.0055588202595174,-6.884751669087335e-05
0.0063529374394485,-5.647631853920449e-06,0.0063529374394485,-2.386418736679834e-05,0.0063529374394485,5.3415598747268895e-06,0.0063529374394485,-8.96512422487603e-05
0.0071470546193796,-7.1089088122161705e-06,0.0071470546193796,-2.1938874094606157e-05,0.0071470546193796,4.75901881221617e-06,0.0071470546193796,-9.278113425340596e-05
0.0079411717993107,-4.117247343408612e-06,0.0079411717993107,-2.1692099755241775e-05,0.0079411717993107,3.1299025664078617e-06,0.0079411717993107,-8.871331675521048e-05
0.0087352889792417,-4.393673073120372e-06,0.0087352889792417,-2.042828519410872e-05,0.0087352889792417,1.7969798199922731e-06,0.0087352889792417,-8.334219141325092e-05
