X [s],R BICEPS BRACHII: EMG 1 [V],X [s].1,R DELTOID ANTERIOR: EMG 2 [V],X [s].5,R DELTOID MEDIUS: EMG 6 [V],X [s].6,R DELTOID POSTERIOR: EMG 7 [V]
0.0,8.00641e-05,0.0,-1.76242e-05,0.0,5.18654e-05,0.0,9.51705e-05
0.000794117179931,6.968710698026137e-05,0.000794117179931,-1.689355789734941e-05,0.000794117179931,4.430234793714314e-05,0.000794117179931,0.0001204862926802
0.0015882343598621,5.174692513281572e-05,0.0015882343598621,-1.3240352023947536e-05,0.0015882343598621,2.1790783064422468e-05,0.0015882343598621,0.000144478519181
0.0023823515397932,2.360772049974985e-05,0.0023823515397932,-1.2331984107763912e-05,0.0023823515397932,-3.899940542499238e-06,0.0023823515397932,0.000158242232834
0.0031764687197242,-2.1612992782071517e-05,0.0031764687197242,-1.1858066340189683e-05,0.0031764687197242,-1.43757952589463e-05,0.0031764687197242,0.0001349407971449
0.0039705858996553,-5.763130009734322e-05,0.0039705858996553,-1.4583140424364744e-05,0.0039705858996553,-2.496992605868512e-05,0.0039705858996553,7.34000181055012e-05
0.0047647030795864,-8.931549374827834e-05,0.0047647030795864,-1.4405390091569053e-05,0.0047647030795864,-4.179446374502449e-05,0.0047647030795864,1.302320491342378e-05
0.0055588202595174,-0.0001165171692988,0.0055588202595174,-1.6399853057566406e-05,0.0055588202595174,-4.647444846219287e-05,0.0055588202595174,-1.8789085639399363e-05
0.0063529374394485,-0.0001180970737935,0.0063529374394485,-1.912497087773389e-05,0.0063529374394485,-4.424306859233077e-05,0.0063529374394485,-2.9195866489579036e-05
0.0071470546193796,-0.0001058536523501,0.0071470546193796,-2.040852828067953e-05,0.0071470546193796,-4.801475662897361e-05,0.0071470546193796,-3.9997384152237815e-05
0.0079411717993107,-9.25244187140206e-05,0.0079411717993107,-2.319276682983882e-05,0.0079411717993107,-3.184212383977353e-05,0.0079411717993107,-4.993024090862114e-05
0.0087352889792417,-8.239435747989182e-05,0.0087352889792417,-2.36667e-05,0.0087352889792417,9.94223696486334e-06,0.0087352889792417,-4.440116788235626e-05
0.0095294061591728,-6.513542298808762e-05,0.0095294061591728,-2.4219618609028128e-05,0.0095294061591728,3.916809925623194e-05,0.0095294061591728,-3.3737725451573467e-05
0.0103235233391039,-4.933813622683181e-05,0.0103235233391039,-2.3409977832374773e-05,0.0103235233391039,4.861688935165596e-05,0.0103235233391039,-2.4239604722127817e-05
0.0111176405190349,-3.52186201397179e-05,0.0111176405190349,-2.190923140252603e-05,0.0111176405190349,4.994993175590534e-05,0.0111176405190349,-1.827582279716356e-05
0.011911757698966,-1.829472101248355e-05,0.011911757698966,-2.2264662524766608e-05,0.011911757698966,4.274184946177161e-05,0.011911757698966,-1.7821695229952537e-05
0.0127058748788971,5.221984673858783e-06,0.0127058748788971,-2.54143396332076e-05,0.0127058748788971,3.1862234822621784e-05,0.0127058748788971,-2.11879309028696e-05
0.0134999920588282,2.6687799561753067e-05,0.0134999920588282,-2.500951026907309e-05,0.0134999920588282,2.1317003081698392e-05,0.0134999920588282,-5.203286476066541e-05
0.0142941092387592,4.157767617129681e-05,0.0142941092387592,-2.5898071456301625e-05,0.0142941092387592,9.46830772636593e-06,0.0142941092387592,-0.0001196482517214
0.0150882264186903,4.736310668366413e-05,0.0150882264186903,-2.809001255058367e-05,0.0150882264186903,-3.603101623630642e-06,0.0150882264186903,-0.000128485556153
0.0158823435986214,5.310911460647859e-05,0.0158823435986214,-2.884044685912342e-05,0.0158823435986214,-9.192231104066147e-06,0.0158823435986214,-0.0001043525779186
0.0166764607785524,6.48984782049482e-05,0.0166764607785524,-2.8958939663482014e-05,0.0166764607785524,-1.2766504421983205e-05,0.0166764607785524,-0.0001285234906758
0.0174705779584835,7.656863757143167e-05,0.0174705779584835,-2.728033088729845e-05,0.0174705779584835,-2.824776132857484e-05,0.0174705779584835,-0.0001212768482305
0.0182646951384146,8.5573381112341e-05,0.0182646951384146,-2.619426845897028e-05,0.0182646951384146,-2.0172910011424267e-05,0.0182646951384146,-4.19561651256692e-05
0.0190588123183456,8.679785090167852e-05,0.0190588123183456,-2.654974705212384e-05,0.0190588123183456,1.0890257231165383e-05,0.0190588123183456,3.4408652113852514e-05
0.0198529294982767,8.562279596624161e-05,0.0198529294982767,-2.3706399754194427e-05,0.0198529294982767,1.882883871167785e-05,0.0198529294982767,8.196080094769415e-05
0.0206470466782078,7.544434932581225e-05,0.0206470466782078,-2.1139161749328316e-05,0.0206470466782078,3.194944324024035e-05,0.0206470466782078,9.33539074339474e-05
0.0214411638581389,5.6111557033934656e-05,0.0214411638581389,-2.0112383755095413e-05,0.0214411638581389,4.106412557777741e-05,0.0214411638581389,8.288897563171174e-05
0.0222352810380699,2.858328055887161e-05,0.0222352810380699,-1.922366615798913e-05,0.0222352810380699,2.858353678298136e-05,0.0222352810380699,3.2571846401922085e-05
0.023029398218001,-1.553056061154642e-05,0.023029398218001,-1.6558143035349457e-05,0.023029398218001,1.586685544167364e-05,0.023029398218001,9.74504570138074e-06
0.0238235153979321,-5.1291509266364506e-05,0.0238235153979321,-1.3121877859343102e-05,0.0238235153979321,-1.5886965741929302e-06,0.0238235153979321,3.888967827911034e-05
0.0246176325778631,-8.440834717521491e-05,0.0246176325778631,-1.2489936317780144e-05,0.0246176325778631,-2.5957284399234776e-05,0.0246176325778631,8.604722956348196e-05
0.0254117497577942,-0.000111423094773,0.0254117497577942,-1.3220594159058292e-05,0.0254117497577942,-3.7825510367933846e-05,0.0254117497577942,8.847556820839098e-05
0.0262058669377253,-0.0001197954674848,0.0262058669377253,-1.5116329691903727e-05,0.0262058669377253,-4.195231483345213e-05,0.0262058669377253,5.157206833337733e-05
0.0269999841176564,-0.000110277251968,0.0269999841176564,-1.49386e-05,0.0269999841176564,-4.112316872226956e-05,0.0269999841176564,-8.381693563645724e-07
0.0277941012975874,-9.842855516790052e-05,0.0277941012975874,-1.6360273261700186e-05,0.0277941012975874,-3.1683817482272245e-05,0.0277941012975874,-4.7363721717460216e-05
0.0285882184775185,-8.863522660597069e-05,0.0285882184775185,-2.109958841596706e-05,0.0285882184775185,-2.0191861336759065e-05,0.0285882184775185,-6.941938973700181e-05
0.0293823356574496,-7.147495816442146e-05,0.0293823356574496,-2.29953e-05,0.0293823356574496,-1.6084034154609724e-05,0.0293823356574496,-8.496054183557855e-05
