time,label
0.021,0
0.04,0
0.06,0
0.08,0
0.1,0
0.12,0
0.14,0
0.16,0
0.18,0
0.201,0
0.22,0
0.241,0
0.26,0
0.281,0
0.3,0
0.321,0
0.34,0
0.361,0
0.38,0
0.4,0
0.42,0
0.44,0
0.46,0
0.48,0
0.5,0
0.52,0
0.541,0
0.56,0
0.581,0
0.6,0
0.621,0
0.64,0
0.661,0
0.68,0
0.7,0
0.72,0
0.74,0
0.76,0
0.78,0
0.8,0
0.82,0
0.841,0
0.86,0
0.881,0
0.9,0
0.921,0
0.94,0
0.961,0
0.98,0
1.001,0
1.02,0
1.04,0
1.06,0
1.08,0
1.1,0
1.12,0
1.14,0
1.16,0
1.181,0
1.2,0
1.221,0
1.24,0
1.261,0
1.28,0
1.301,0
1.32,0
1.34,0
1.36,0
1.38,0
1.4,0
1.42,0
1.44,0
1.46,0
1.481,0
1.5,0
1.521,0
1.54,0
1.561,0
1.58,0
1.601,0
1.62,0
1.641,0
1.66,0
1.68,0
1.7,0
1.72,0
1.74,0
1.76,0
1.78,0
1.8,0
1.821,0
1.84,0
1.861,0
1.88,0
1.901,0
1.92,0
1.941,0
1.96,0
1.98,0
2.0,0
2.02,0
2.04,0
2.06,0
2.08,0
2.1,0
2.121,0
2.14,0
2.161,0
2.18,0
2.201,0
2.22,0
2.241,0
2.26,0
2.281,0
2.3,0
2.32,0
2.34,0
2.36,0
2.38,0
2.4,0
2.42,0
2.44,0
2.461,0
2.48,0
2.501,0
2.52,0
2.541,0
2.56,0
2.581,0
2.6,0
2.62,0
2.64,0
2.66,0
2.68,0
2.7,0
2.72,0
2.74,0
2.761,0
2.78,0
2.801,0
2.82,0
2.841,0
2.86,0
2.881,0
2.9,0
2.921,0
2.94,0
2.96,0
2.98,0
3.0,0
3.02,0
3.04,0
3.06,0
3.08,0
3.101,0
3.12,0
3.141,0
3.16,0
3.181,0
3.2,0
3.221,0
3.24,0
3.26,0
3.28,0
3.3,0
3.32,0
3.34,0
3.36,0
3.38,0
3.401,0
3.42,0
3.441,0
3.46,0
3.481,0
3.5,0
3.521,0
3.54,0
3.561,0
3.58,0
3.6,0
3.62,0
3.64,0
3.66,0
3.68,0
3.7,0
3.72,0
3.741,0
3.76,0
3.781,0
3.8,0
3.821,0
3.84,0
3.861,0
3.88,0
3.9,0
3.92,0
3.94,0
3.96,0
3.98,0
4.0,0
4.02,0
4.041,0
4.06,0
4.081,0
4.1,0
4.121,0
4.14,0
4.161,0
4.18,0
4.201,0
4.22,0
4.24,0
4.26,0
4.28,0
4.3,0
4.32,0
4.34,0
4.36,0
4.381,0
4.4,0
4.421,0
4.44,0
4.461,0
4.48,0
4.501,0
4.52,0
4.54,0
4.56,0
4.58,0
4.6,0
4.62,0
4.64,0
4.66,0
4.681,0
4.7,0
4.721,0
4.74,0
4.761,0
4.78,0
4.801,0
4.82,0
4.841,0
4.86,0
4.88,0
4.9,0
4.92,0
4.94,0
4.96,0
4.98,0
5.0,0
5.021,0
5.04,0
5.061,0
5.08,0
5.101,0
5.12,0
5.141,0
5.16,0
5.18,0
5.2,0
5.22,0
5.24,0
5.26,0
5.28,0
5.3,0
5.321,0
5.34,0
5.361,0
5.38,0
5.401,0
5.42,0
5.441,0
5.46,0
5.481,0
5.5,0
5.52,0
5.54,0
5.56,0
5.58,0
5.6,0
5.62,0
5.64,0
5.661,0
5.68,0
5.701,0
5.72,0
5.741,0
5.76,0
5.781,0
5.8,0
5.82,0
5.84,0
5.86,0
5.88,0
5.9,0
5.92,0
5.94,0
5.961,0
5.98,0
6.001,0
6.02,0
6.041,0
6.06,0
6.081,0
6.1,0
6.121,0
6.14,0
6.16,0
6.18,0
6.2,0
6.22,0
6.24,0
6.26,0
6.28,0
6.301,0
6.32,0
6.341,0
6.36,0
6.381,0
6.4,0
6.421,0
6.44,0
6.46,0
6.48,0
6.5,0
6.52,0
6.54,0
6.56,0
6.58,0
6.601,0
6.62,0
6.641,0
6.66,0
6.681,0
6.7,0
6.721,0
6.74,0
6.761,0
6.78,0
6.8,0
6.82,0
6.84,0
6.86,0
6.88,0
6.9,0
6.92,0
6.941,0
6.96,0
6.981,0
7.0,0
7.021,0
7.04,0
7.061,0
7.08,0
7.1,0
7.12,0
7.14,0
7.16,0
7.18,0
7.2,0
7.22,0
7.241,0
7.26,0
7.281,0
7.3,0
7.321,0
7.34,0
7.361,0
7.38,0
7.401,0
7.42,0
7.44,0
7.46,0
7.48,0
7.5,0
7.52,0
7.54,0
7.56,0
7.581,0
7.6,0
7.621,0
7.64,0
7.661,0
7.68,0
7.701,0
7.72,0
7.74,0
7.76,0
7.78,0
7.8,0
7.82,0
7.84,0
7.86,0
7.881,0
7.9,0
7.921,0
7.94,0
7.961,0
7.98,0
8.001,0
8.02,0
8.041,0
8.06,0
8.08,0
8.1,0
8.12,0
8.14,0
8.16,0
8.18,0
8.2,0
8.221,0
8.24,0
8.261,0
8.28,0
8.301,0
8.32,0
8.341,0
8.36,0
8.38,0
8.4,0
8.42,0
8.44,0
8.46,0
8.48,0
8.5,0
8.521,0
8.54,0
8.561,0
8.58,0
8.601,0
8.62,0
8.641,0
8.66,0
8.681,0
8.7,0
8.72,0
8.74,0
8.76,0
8.78,0
8.8,0
8.82,0
8.84,0
8.861,0
8.88,0
8.901,0
8.92,0
8.941,0
8.96,0
8.981,0
9.0,0
9.02,0
9.04,0
9.06,0
9.08,0
9.1,0
9.12,0
9.14,0
9.161,0
9.18,0
9.201,0
9.22,0
9.241,0
9.26,0
9.281,0
9.3,0
9.321,0
9.34,0
9.36,0
9.38,0
9.4,0
9.42,0
9.44,0
9.46,0
9.48,0
9.501,0
9.52,0
9.541,0
9.56,0
9.581,0
9.6,0
9.621,0
9.64,0
9.66,0
9.68,0
9.7,0
9.72,0
9.74,0
9.76,0
9.78,0
9.801,0
9.82,0
9.841,0
9.86,0
9.881,0
9.9,0
9.921,0
9.94,0
9.961,0
9.98,0
10.0,0
10.02,0
10.04,0
10.06,0
10.08,0
10.1,0
10.12,0
10.141,0
10.16,0
10.181,0
10.2,0
10.221,0
10.24,0
10.261,0
10.28,0
10.3,0
10.32,0
10.34,0
10.36,0
10.38,0
10.4,0
10.42,0
10.441,0
10.46,0
10.481,0
10.5,0
10.521,0
10.54,0
10.561,0
10.58,0
10.601,0
10.62,0
10.64,0
10.66,0
10.68,0
10.7,0
10.72,0
10.74,0
10.76,0
10.781,0
10.8,0
10.821,0
10.84,0
10.861,0
10.88,0
10.901,0
10.92,0
10.94,0
10.96,0
10.98,0
11.0,0
11.02,0
11.04,0
11.06,0
11.081,0
11.1,0
11.121,0
11.14,0
11.161,0
11.18,0
11.201,0
11.22,0
11.241,0
11.26,0
11.28,0
11.3,0
11.32,0
11.34,0
11.36,0
11.38,0
11.4,0
11.421,0
11.44,0
11.461,0
11.48,0
11.501,0
11.52,0
11.541,0
11.56,0
11.58,0
11.6,0
11.62,0
11.64,0
11.66,0
11.68,0
11.7,0
11.721,0
11.74,0
11.761,0
11.78,0
11.801,0
11.82,0
11.841,0
11.86,0
11.881,0
11.9,0
11.92,0
11.94,0
11.96,0
11.98,0
12.0,0
12.02,0
12.04,0
12.061,0
12.08,0
12.101,0
12.12,0
12.141,0
12.16,0
12.181,0
12.2,0
12.22,0
12.24,0
12.26,0
12.28,0
12.3,0
12.32,0
12.34,0
12.361,0
12.38,0
12.401,0
12.42,0
12.441,0
12.46,0
12.481,0
12.5,0
12.521,0
12.54,0
12.56,0
12.58,0
12.6,0
12.62,0
12.64,0
12.66,0
12.68,0
12.701,0
12.72,0
12.741,0
12.76,0
12.781,0
12.8,0
12.821,0
12.84,0
12.86,0
12.88,0
12.9,0
12.92,0
12.94,0
12.96,0
12.98,0
13.001,0
13.02,0
13.041,0
13.06,0
13.081,0
13.1,0
13.121,0
13.14,0
13.161,0
13.18,0
13.2,0
13.22,0
13.24,0
13.26,0
13.28,0
13.3,0
13.32,0
13.341,0
13.36,0
13.381,0
13.4,0
13.421,0
13.44,0
13.461,0
13.48,0
13.5,0
13.52,0
13.54,0
13.56,0
13.58,0
13.6,0
13.62,0
13.641,0
13.66,0
13.681,0
13.7,0
13.721,0
13.74,0
13.761,0
13.78,0
13.801,0
13.82,0
13.84,0
13.86,0
13.88,0
13.9,0
13.92,0
13.94,0
13.96,0
13.981,0
14.0,0
14.021,0
14.04,0
14.061,0
14.08,0
14.101,0
14.12,0
14.14,0
14.16,0
14.18,0
14.2,0
14.22,0
14.24,0
14.26,0
14.281,0
14.3,0
14.321,0
14.34,0
14.361,0
14.38,0
14.401,0
14.42,0
14.441,0
14.46,0
14.48,0
14.5,0
14.52,0
14.54,0
14.56,0
14.58,0
14.6,0
14.621,0
14.64,0
14.661,0
14.68,0
14.701,0
14.72,0
14.741,0
14.76,0
14.78,0
14.8,0
14.82,0
14.84,0
14.86,0
14.88,0
14.9,0
14.921,0
14.94,0
14.961,0
14.98,0
15.001,0
15.02,0
15.041,0
15.06,0
15.081,0
15.1,0
15.12,0
15.14,0
15.16,0
15.18,0
15.2,0
15.22,0
15.24,0
15.261,0
15.28,0
15.301,0
15.32,0
15.341,0
15.36,0
15.381,0
15.4,0
15.42,0
15.44,0
15.46,0
15.48,0
15.5,0
15.52,0
15.54,0
15.561,0
15.58,0
15.601,0
15.62,0
15.641,0
15.66,0
15.681,0
15.7,0
15.721,0
15.74,0
15.76,0
15.78,0
15.8,0
15.82,0
15.84,0
15.86,0
15.88,0
15.901,0
15.92,0
15.941,0
15.96,0
15.981,0
16.0,0
16.021,0
16.04,0
16.06,0
16.08,0
16.1,0
16.12,0
16.14,0
16.16,0
16.18,0
16.201,0
16.22,0
16.241,0
16.26,0
16.281,0
16.3,0
16.321,0
16.34,0
16.361,0
16.38,0
16.4,0
16.42,0
16.44,0
16.46,0
16.48,0
16.5,0
16.52,0
16.541,0
16.56,0
16.581,0
16.6,0
16.621,0
16.64,0
16.661,0
16.68,0
16.7,0
16.72,0
16.74,0
16.76,0
16.78,0
16.8,0
16.82,0
16.841,0
16.86,0
16.881,0
16.9,0
16.921,0
16.94,0
16.961,0
16.98,0
17.001,0
17.02,0
17.04,0
17.06,0
17.08,0
17.1,0
17.12,0
17.14,0
17.16,0
17.181,0
17.2,0
17.221,0
17.24,0
17.261,0
17.28,0
17.301,0
17.32,0
17.34,0
17.36,0
17.38,0
17.4,0
17.42,0
17.44,0
17.46,0
17.481,0
17.5,0
17.521,0
17.54,0
17.561,0
17.58,0
17.601,0
17.62,0
17.641,0
17.66,0
17.68,0
17.7,0
17.72,0
17.74,0
17.76,0
17.78,0
17.8,0
17.821,0
17.84,0
17.861,0
17.88,0
17.901,0
17.92,0
17.941,0
17.96,0
17.98,0
18.0,0
18.02,0
18.04,0
18.06,0
18.08,0
18.1,0
18.121,0
18.14,0
18.161,0
18.18,0
18.201,0
18.22,0
18.241,0
18.26,0
18.281,0
18.3,0
18.32,0
18.34,0
18.36,0
18.38,0
18.4,0
18.42,0
18.44,0
18.461,0
18.48,0
18.501,0
18.52,0
18.541,0
18.56,0
18.581,0
18.6,0
18.62,0
18.64,0
18.66,0
18.68,0
18.7,0
18.72,0
18.74,0
18.761,0
18.78,0
18.801,0
18.82,0
18.841,0
18.86,0
18.881,0
18.9,0
18.921,0
18.94,0
18.96,0
18.98,0
19.0,0
19.02,0
19.04,0
19.06,0
19.08,0
19.101,0
19.12,0
19.141,0
19.16,0
19.181,0
19.2,0
19.221,0
19.24,0
19.26,0
19.28,0
19.3,0
19.32,0
19.34,0
19.36,0
19.38,0
19.401,0
19.42,0
19.441,0
19.46,0
19.481,0
19.5,0
19.521,0
19.54,0
19.561,0
19.58,0
19.6,0
19.62,0
19.64,0
19.66,0
19.68,0
19.7,0
19.72,0
19.741,0
19.76,0
19.781,0
19.8,0
19.821,0
19.84,0
19.861,0
19.88,0
19.9,0
19.92,0
19.94,0
19.96,0
19.98,0
20.0,0
20.02,0
20.041,0
20.06,0
20.081,0
20.1,0
20.121,0
20.14,0
20.161,0
20.18,0
20.201,0
20.22,0
20.24,0
20.26,0
20.28,0
20.3,0
20.32,0
20.34,0
20.36,0
20.381,0
20.4,0
20.421,0
20.44,0
20.461,0
20.48,0
20.501,0
20.52,0
20.54,0
20.56,0
20.58,0
20.6,0
20.62,0
20.64,0
20.66,0
20.681,0
20.7,0
20.721,0
20.74,0
20.761,0
20.78,0
20.801,0
20.82,0
20.841,0
20.86,0
20.88,0
20.9,0
20.92,0
20.94,0
20.96,0
20.98,0
21.0,0
21.021,0
21.04,0
21.061,0
21.08,0
21.101,0
21.12,0
21.141,0
21.16,0
21.18,0
21.2,0
21.22,0
21.24,0
21.26,0
21.28,0
21.3,0
21.321,0
21.34,0
21.361,0
21.38,0
21.401,0
21.42,0
21.441,0
21.46,0
21.481,0
21.5,0
21.52,0
21.54,0
21.56,0
21.58,0
21.6,0
21.62,0
21.64,0
21.661,0
21.68,0
21.701,0
21.72,0
21.741,0
21.76,0
21.781,0
21.8,0
21.82,0
21.84,0
21.86,0
21.88,0
21.9,0
21.92,0
21.94,0
21.961,0
21.98,0
22.001,0
22.02,0
22.041,0
22.06,0
22.081,0
22.1,0
22.121,0
22.14,0
22.16,0
22.18,0
22.2,0
22.22,0
22.24,0
22.26,0
22.28,0
22.301,0
22.32,0
22.341,0
22.36,0
22.381,0
22.4,0
22.421,0
22.44,0
22.46,0
22.48,0
22.5,0
22.52,0
22.54,0
22.56,0
22.58,0
22.601,0
22.62,0
22.641,0
22.66,0
22.681,0
22.7,0
22.721,0
22.74,0
22.761,0
22.78,0
22.8,0
22.82,0
22.84,0
22.86,0
22.88,0
22.9,0
22.92,0
22.941,0
22.96,0
22.981,0
23.0,0
23.021,0
23.04,0
23.061,0
23.08,0
23.1,0
23.12,0
23.14,0
23.16,0
23.18,0
23.2,0
23.22,0
23.241,0
23.26,0
23.281,0
23.3,0
23.321,0
23.34,0
23.361,0
23.38,0
23.401,0
23.42,0
23.44,0
23.46,0
23.48,0
23.5,0
23.52,0
23.54,0
23.56,0
23.581,0
23.6,0
23.621,0
23.64,0
23.661,0
23.68,0
23.701,0
23.72,0
23.74,0
23.76,0
23.78,0
23.8,0
23.82,0
23.84,0
23.86,0
23.881,0
23.9,0
23.921,0
23.94,0
23.961,0
23.98,0
24.001,0
24.02,0
24.041,0
24.06,0
24.08,0
24.1,0
24.12,0
24.14,0
24.16,0
24.18,0
24.2,0
24.221,0
24.24,0
24.261,0
24.28,0
24.301,0
24.32,0
24.341,0
24.36,0
24.38,0
24.4,0
24.42,0
24.44,0
24.46,0
24.48,0
24.5,0
24.521,0
24.54,0
24.561,0
24.58,0
24.601,0
24.62,0
24.641,0
24.66,0
24.681,0
24.7,0
24.72,0
24.74,0
24.76,0
24.78,0
24.8,0
24.82,0
24.84,0
24.861,0
24.88,0
24.901,0
24.92,0
24.941,0
24.96,0
24.981,0
25.0,0
25.02,0
25.04,0
25.06,0
25.08,0
25.1,0
25.12,0
25.14,0
25.161,0
25.18,0
25.201,0
25.22,0
25.241,0
25.26,0
25.281,0
25.3,0
25.321,0
25.34,0
25.36,0
25.38,0
25.4,0
25.42,0
25.44,0
25.46,0
25.48,0
25.501,0
25.52,0
25.541,0
25.56,0
25.581,0
25.6,0
25.621,0
25.64,0
25.66,0
25.68,0
25.7,0
25.72,0
25.74,0
25.76,0
25.78,0
25.801,0
25.82,0
25.841,0
25.86,0
25.881,0
25.9,0
25.921,0
25.94,0
25.961,0
25.98,0
26.0,0
26.02,0
26.04,0
26.06,0
26.08,0
26.1,0
26.12,0
26.141,0
26.16,0
26.181,0
26.2,0
26.221,0
26.24,0
26.261,0
26.28,0
26.3,0
26.32,0
26.34,0
26.36,0
26.38,0
26.4,0
26.42,0
26.441,0
26.46,0
26.481,0
26.5,0
26.521,0
26.54,0
26.561,0
26.58,0
26.601,0
26.62,0
26.64,0
26.66,0
26.68,0
26.7,0
26.72,0
26.74,0
26.76,0
26.781,0
26.8,0
26.821,0
26.84,0
26.861,0
26.88,0
26.901,0
26.92,0
26.94,0
26.96,0
26.98,0
27.0,0
27.02,0
27.04,0
27.06,0
27.081,0
27.1,0
27.121,0
27.14,0
27.161,0
27.18,0
27.201,0
27.22,0
27.241,0
27.26,0
27.28,0
27.3,0
27.32,0
27.34,0
27.36,0
