time_ms, emg_value
1762113803451,67
1762113803451,83
1762113803451,78
1762113803451,58
1762113803644,70
1762113803644,88
1762113803644,68
1762113803644,63
1762113803686,62
1762113803686,71
1762113803686,80
1762113803686,75
1762113803750,71
1762113803750,64
1762113803750,81
1762113803750,67
1762113803789,79
1762113803789,62
1762113803789,66
1762113803789,80
1762113803839,57
1762113803839,48
1762113803839,63
1762113803839,49
1762113803934,49
1762113803934,65
1762113803934,81
1762113803934,49
1762113804513,55
1762113804513,51
1762113804513,67
1762113804513,57
1762113804588,79
1762113804588,71
1762113804588,54
1762113804588,47
1762113804644,65
1762113804644,46
1762113804644,64
1762113804644,65
1762113804686,75
1762113804686,70
1762113804686,52
1762113804686,67
1762113804750,63
1762113804750,59
1762113804750,71
1762113804750,58
1762113804797,49
1762113804797,48
1762113804797,50
1762113804797,70
1762113804840,50
1762113804840,56
1762113804840,55
1762113804840,46
1762113804891,41
1762113804891,32
1762113804891,35
1762113804891,32
1762113804928,37
1762113804928,44
1762113804928,62
1762113804928,75
1762113804972,63
1762113804972,70
1762113804972,57
1762113804972,53
1762113805013,38
1762113805013,64
1762113805013,77
1762113805013,76
1762113805065,64
1762113805065,62
1762113805065,48
1762113805065,40
1762113805109,56
1762113805109,48
1762113805109,53
1762113805109,64
1762113805154,76
1762113805154,83
1762113805154,68
1762113805154,67
1762113805208,71
1762113805208,64
1762113805208,67
1762113805208,54
1762113805254,71
1762113805254,83
1762113805254,78
1762113805254,79
1762113805292,68
1762113805292,58
1762113805292,41
1762113805292,62
1762113805339,48
1762113805339,47
1762113805339,40
1762113805339,40
1762113805378,32
1762113805378,22
1762113805378,45
1762113805378,45
1762113805426,64
1762113805426,36
1762113805426,43
1762113805426,27
1762113805481,48
1762113805481,51
1762113805481,62
1762113805481,64
1762113805514,53
1762113805514,48
1762113805514,37
1762113805514,59
1762113805555,45
1762113805555,51
1762113805555,51
1762113805555,53
1762113805602,51
1762113805602,38
1762113805602,38
1762113805602,42
1762113805643,48
1762113805643,50
1762113805643,53
1762113805643,51
1762113805697,64
1762113805697,60
1762113805697,55
1762113805697,66
1762113805739,54
1762113805739,66
1762113805739,55
1762113805739,60
1762113806154,48
1762113806154,64
1762113806154,92
1762113806154,80
1762113806182,57
1762113806182,68
1762113806182,60
1762113806182,50
1762113806233,80
1762113806233,93
1762113806233,80
1762113806233,65
