time_ms,emg_value
1762813744364,0.0
1762813744365,0.0
1762813744366,0.0
1762813744367,0.0
1762813744368,0.0
1762813744369,0.0
1762813744370,0.0
1762813744371,0.0
1762813744372,0.0
1762813744373,0.0
1762813744374,0.0
1762813744375,0.0
1762813744376,0.0
1762813744377,0.0
1762813744378,0.0
1762813744379,0.0
1762813744380,0.0
1762813744381,0.0
1762813744382,0.0
1762813744383,0.0
1762813744384,0.0
1762813744385,0.0
1762813744386,0.0
1762813744387,0.0
1762813744388,0.0
1762813744389,0.0
1762813744390,0.0
1762813744391,0.0
1762813744392,0.0
1762813744393,0.0
1762813744394,0.0
1762813744395,0.0
1762813744396,0.0
1762813744397,0.0
1762813744398,0.0
1762813744399,0.0
1762813744400,0.0
1762813744401,0.0
1762813744402,0.0
1762813744403,0.0
1762813744404,0.0
1762813744405,0.0
1762813744406,0.0
1762813744407,0.0
1762813744408,0.0
1762813744409,0.0
1762813744410,0.0
1762813744411,0.0
1762813744412,0.0
1762813744413,0.0
1762813744414,0.0
1762813744415,0.0
1762813744416,0.0
1762813744417,0.0
1762813744418,0.0
1762813744419,0.0
1762813744420,0.0
1762813744421,0.0
1762813744422,0.0
1762813744423,0.0
1762813744424,0.0
1762813744425,0.0
1762813744426,0.0
1762813744427,0.0
1762813744428,0.0
1762813744429,0.0
1762813744430,0.0
1762813744431,0.0
1762813744432,0.0
1762813744433,0.0
1762813744434,0.0
1762813744435,0.0
1762813744436,0.0
1762813744437,0.0
1762813744438,0.0
1762813744439,0.0
1762813744440,0.0
1762813744441,0.0
1762813744442,0.0
1762813744443,0.0
1762813744444,0.0
1762813744445,0.0
1762813744446,0.0
1762813744447,0.0
1762813744448,0.0
1762813744449,0.0
1762813744450,0.0
1762813744451,0.0
1762813744452,0.0
1762813744453,0.0
1762813744454,0.0
1762813744455,0.0
1762813744456,0.0
1762813744457,0.0
1762813744458,0.0
1762813744459,0.0
1762813744460,0.0
1762813744461,0.0
1762813744462,0.0
1762813744463,0.0
1762813744464,0.0
1762813744465,0.0
1762813744466,0.0
1762813744467,0.0
1762813744468,0.0
1762813744469,0.0
1762813744470,0.0
1762813744471,0.0
1762813744472,0.0
1762813744473,0.0
1762813744474,0.0
1762813744475,0.0
1762813744476,0.0
1762813744477,0.0
1762813744478,0.0
1762813744479,0.0
1762813744480,0.0
1762813744481,0.0
1762813744482,0.0
1762813744483,0.0
1762813744484,0.0
1762813744485,0.0
1762813744486,0.0
1762813744487,0.0
1762813744488,0.0
1762813744489,0.0
1762813744490,0.0
1762813744491,0.0
1762813744492,0.0
1762813744493,0.0
1762813744494,0.0
1762813744495,0.0
1762813744496,0.0
1762813744497,0.0
1762813744498,0.0
1762813744499,0.0
1762813744500,0.0
1762813744501,0.0
1762813744502,0.0
1762813744503,0.0
1762813744504,0.0
1762813744505,0.0
1762813744506,0.0
1762813744507,0.0
1762813744508,0.0
1762813744509,0.0
1762813744510,0.0
1762813744511,0.0
1762813744512,0.0
1762813744513,0.0
1762813744514,0.0
1762813744515,0.0
1762813744516,0.0
1762813744517,0.0
1762813744518,0.0
1762813744519,0.0
1762813744520,0.0
1762813744521,0.0
1762813744522,0.0
1762813744523,0.0
1762813744524,0.0
1762813744525,0.0
1762813744526,0.0
1762813744527,0.0
1762813744528,0.0
1762813744529,0.0
1762813744530,0.0
1762813744531,0.0
