timestamp,set_number,rep_number
2025-11-15 12:11:29,1,1
2025-11-15 12:11:31,1,2
2025-11-15 12:11:35,1,3
2025-11-15 12:11:38,1,4
2025-11-15 12:11:41,1,5
2025-11-15 12:11:44,1,6
2025-11-15 12:11:47,1,7
2025-11-15 12:11:51,1,8
2025-11-15 12:11:54,1,9
2025-11-15 12:11:58,1,10
2025-11-15 12:12:29,2,1
2025-11-15 12:12:33,2,2
2025-11-15 12:12:36,2,3
2025-11-15 12:12:39,2,4
2025-11-15 12:12:43,2,5
2025-11-15 12:12:45,2,6
2025-11-15 12:12:49,2,7
2025-11-15 12:12:52,2,8
2025-11-15 12:12:55,2,9
2025-11-15 12:12:58,2,10
2025-11-15 12:13:29,3,1
2025-11-15 12:13:33,3,2
2025-11-15 12:13:37,3,3
2025-11-15 12:13:40,3,4
2025-11-15 12:13:43,3,5
2025-11-15 12:13:47,3,6
2025-11-15 12:13:50,3,7
2025-11-15 12:13:53,3,8
2025-11-15 12:13:56,3,9
2025-11-15 12:13:59,3,10
2025-11-15 12:14:30,4,1
2025-11-15 12:14:34,4,2
2025-11-15 12:14:38,4,3
2025-11-15 12:14:40,4,4
2025-11-15 12:14:44,4,5
2025-11-15 12:14:47,4,6
2025-11-15 12:14:50,4,7
2025-11-15 12:14:53,4,8
2025-11-15 12:14:56,4,9
2025-11-15 12:14:59,4,10
2025-11-15 12:15:32,5,1
2025-11-15 12:15:35,5,2
2025-11-15 12:15:39,5,3
2025-11-15 12:15:41,5,4
2025-11-15 12:15:44,5,5
2025-11-15 12:15:47,5,6
2025-11-15 12:15:50,5,7
2025-11-15 12:15:53,5,8
2025-11-15 12:15:56,5,9
2025-11-15 12:15:59,5,10
2025-11-15 12:16:30,6,1
2025-11-15 12:16:34,6,2
2025-11-15 12:16:37,6,3
2025-11-15 12:16:40,6,4
2025-11-15 12:16:43,6,5
2025-11-15 12:16:46,6,6
2025-11-15 12:16:48,6,7
2025-11-15 12:16:51,6,8
2025-11-15 12:16:55,6,9
2025-11-15 12:16:57,6,10
2025-11-15 12:17:30,7,1
2025-11-15 12:17:33,7,2
2025-11-15 12:17:36,7,3
2025-11-15 12:17:39,7,4
2025-11-15 12:17:42,7,5
2025-11-15 12:17:45,7,6
2025-11-15 12:17:47,7,7
2025-11-15 12:17:50,7,8
2025-11-15 12:17:53,7,9
2025-11-15 12:17:56,7,10
2025-11-15 12:18:29,8,1
2025-11-15 12:18:32,8,2
2025-11-15 12:18:34,8,3
2025-11-15 12:18:37,8,4
2025-11-15 12:18:40,8,5
2025-11-15 12:18:43,8,6
2025-11-15 12:18:45,8,7
2025-11-15 12:18:48,8,8
2025-11-15 12:18:50,8,9
2025-11-15 12:18:53,8,10
2025-11-15 12:19:25,9,1
2025-11-15 12:19:28,9,2
2025-11-15 12:19:31,9,3
2025-11-15 12:19:33,9,4
2025-11-15 12:19:36,9,5
2025-11-15 12:19:38,9,6
2025-11-15 12:19:41,9,7
2025-11-15 12:19:43,9,8
2025-11-15 12:19:46,9,9
2025-11-15 12:19:49,9,10
2025-11-15 12:20:21,10,1
2025-11-15 12:20:23,10,2
2025-11-15 12:20:26,10,3
2025-11-15 12:20:29,10,4
2025-11-15 12:20:31,10,5
2025-11-15 12:20:34,10,6
2025-11-15 12:20:37,10,7
2025-11-15 12:20:39,10,8
2025-11-15 12:20:42,10,9
2025-11-15 12:20:45,10,10
2025-11-15 12:21:18,11,1
2025-11-15 12:21:21,11,2
2025-11-15 12:21:24,11,3
2025-11-15 12:21:26,11,4
2025-11-15 12:21:29,11,5
2025-11-15 12:21:31,11,6
2025-11-15 12:21:34,11,7
2025-11-15 12:21:36,11,8
2025-11-15 12:21:39,11,9
2025-11-15 12:21:41,11,10
2025-11-15 12:22:13,12,1
2025-11-15 12:22:16,12,2
2025-11-15 12:22:19,12,3
2025-11-15 12:22:22,12,4
2025-11-15 12:22:24,12,5
2025-11-15 12:22:27,12,6
2025-11-15 12:22:30,12,7
2025-11-15 12:22:33,12,8
2025-11-15 12:22:36,12,9
2025-11-15 12:22:39,12,10
2025-11-15 12:23:10,13,1
2025-11-15 12:23:13,13,2
2025-11-15 12:23:16,13,3
2025-11-15 12:23:18,13,4
2025-11-15 12:23:21,13,5
2025-11-15 12:23:24,13,6
2025-11-15 12:23:27,13,7
2025-11-15 12:23:29,13,8
2025-11-15 12:23:32,13,9
2025-11-15 12:23:35,13,10
2025-11-15 12:24:08,14,1
2025-11-15 12:24:11,14,2
2025-11-15 12:24:13,14,3
2025-11-15 12:24:16,14,4
2025-11-15 12:24:18,14,5
2025-11-15 12:24:21,14,6
2025-11-15 12:24:23,14,7
2025-11-15 12:24:26,14,8
2025-11-15 12:24:29,14,9
2025-11-15 12:24:31,14,10
2025-11-15 12:25:04,15,1
2025-11-15 12:25:07,15,2
2025-11-15 12:25:09,15,3
2025-11-15 12:25:12,15,4
2025-11-15 12:25:14,15,5
2025-11-15 12:25:17,15,6
2025-11-15 12:25:19,15,7
2025-11-15 12:25:22,15,8
2025-11-15 12:25:25,15,9
2025-11-15 12:25:27,15,10
2025-11-15 12:25:59,16,1
2025-11-15 12:26:03,16,2
2025-11-15 12:26:06,16,3
2025-11-15 12:26:08,16,4
2025-11-15 12:26:11,16,5
2025-11-15 12:26:14,16,6
2025-11-15 12:26:17,16,7
2025-11-15 12:26:20,16,8
2025-11-15 12:26:22,16,9
2025-11-15 12:26:26,16,10
2025-11-15 14:28:46,1,1
2025-11-15 14:28:48,1,2
2025-11-15 14:28:50,1,3
2025-11-15 14:28:52,1,4
2025-11-15 14:28:55,1,5
2025-11-15 14:28:57,1,6
2025-11-15 14:28:59,1,7
2025-11-15 14:29:01,1,8
2025-11-15 14:29:03,1,9
2025-11-15 14:29:05,1,10
2025-11-15 14:29:37,2,1
2025-11-15 14:29:39,2,2
2025-11-15 14:29:41,2,3
2025-11-15 14:29:43,2,4
2025-11-15 14:29:45,2,5
2025-11-15 14:29:48,2,6
2025-11-15 14:29:50,2,7
2025-11-15 14:29:52,2,8
2025-11-15 14:29:54,2,9
2025-11-15 14:29:57,2,10
2025-11-15 14:30:29,3,1
2025-11-15 14:30:31,3,2
2025-11-15 14:30:34,3,3
2025-11-15 14:30:36,3,4
2025-11-15 14:30:38,3,5
2025-11-15 14:30:40,3,6
2025-11-15 14:30:42,3,7
2025-11-15 14:30:44,3,8
2025-11-15 14:30:46,3,9
2025-11-15 14:30:49,3,10
2025-11-15 14:31:21,4,1
2025-11-15 14:31:23,4,2
2025-11-15 14:31:26,4,3
2025-11-15 14:31:28,4,4
2025-11-15 14:31:30,4,5
2025-11-15 14:31:32,4,6
2025-11-15 14:31:35,4,7
2025-11-15 14:31:37,4,8
2025-11-15 14:31:40,4,9
2025-11-15 14:31:42,4,10
2025-11-15 14:32:15,5,1
2025-11-15 14:32:17,5,2
2025-11-15 14:32:19,5,3
2025-11-15 14:32:22,5,4
2025-11-15 14:32:24,5,5
2025-11-15 14:32:26,5,6
2025-11-15 14:32:28,5,7
2025-11-15 14:32:31,5,8
2025-11-15 14:32:34,5,9
2025-11-15 14:32:36,5,10
2025-11-15 14:33:07,6,1
2025-11-15 14:33:09,6,2
2025-11-15 14:33:12,6,3
2025-11-15 14:33:14,6,4
2025-11-15 14:33:16,6,5
2025-11-15 14:33:18,6,6
2025-11-15 14:33:21,6,7
2025-11-15 14:33:23,6,8
2025-11-15 14:33:25,6,9
2025-11-15 14:33:28,6,10
2025-11-15 14:34:01,7,1
2025-11-15 14:34:03,7,2
2025-11-15 14:34:06,7,3
2025-11-15 14:34:08,7,4
2025-11-15 14:34:10,7,5
2025-11-15 14:34:13,7,6
2025-11-15 14:34:15,7,7
2025-11-15 14:34:18,7,8
2025-11-15 14:34:20,7,9
2025-11-15 14:34:22,7,10
2025-11-15 14:34:55,8,1
2025-11-15 14:34:57,8,2
2025-11-15 14:35:00,8,3
2025-11-15 14:35:02,8,4
2025-11-15 14:35:04,8,5
2025-11-15 14:35:07,8,6
2025-11-15 14:35:09,8,7
2025-11-15 14:35:12,8,8
2025-11-15 14:35:14,8,9
2025-11-15 14:35:16,8,10
2025-11-15 14:35:50,9,1
2025-11-15 14:35:52,9,2
2025-11-15 14:35:54,9,3
2025-11-15 14:35:57,9,4
2025-11-15 14:35:59,9,5
2025-11-15 14:36:01,9,6
2025-11-15 14:36:03,9,7
2025-11-15 14:36:06,9,8
2025-11-15 14:36:08,9,9
2025-11-15 14:36:11,9,10
2025-11-15 14:36:44,10,1
2025-11-15 14:36:47,10,2
2025-11-15 14:36:49,10,3
2025-11-15 14:36:51,10,4
2025-11-15 14:36:54,10,5
2025-11-15 14:36:56,10,6
2025-11-15 14:36:58,10,7
2025-11-15 14:37:01,10,8
2025-11-15 14:37:03,10,9
2025-11-15 14:37:05,10,10
2025-11-15 14:37:37,11,1
2025-11-15 14:37:39,11,2
2025-11-15 14:37:42,11,3
2025-11-15 14:37:44,11,4
2025-11-15 14:37:46,11,5
2025-11-15 14:37:48,11,6
2025-11-15 14:37:50,11,7
2025-11-15 14:37:53,11,8
2025-11-15 14:37:55,11,9
2025-11-15 14:37:57,11,10
2025-11-15 14:38:30,12,1
2025-11-15 14:38:32,12,2
2025-11-15 14:38:34,12,3
2025-11-15 14:38:36,12,4
2025-11-15 14:38:39,12,5
2025-11-15 14:38:41,12,6
2025-11-15 14:38:43,12,7
2025-11-15 14:38:46,12,8
2025-11-15 14:38:48,12,9
2025-11-15 14:38:51,12,10
2025-11-15 14:39:23,13,1
2025-11-15 14:39:25,13,2
2025-11-15 14:39:28,13,3
2025-11-15 14:39:30,13,4
2025-11-15 14:39:32,13,5
2025-11-15 14:39:35,13,6
2025-11-15 14:39:37,13,7
2025-11-15 14:39:39,13,8
2025-11-15 14:39:42,13,9
2025-11-15 14:39:44,13,10
2025-11-15 14:40:27,14,1
2025-11-15 14:40:29,14,2
2025-11-15 14:40:31,14,3
2025-11-15 14:40:33,14,4
2025-11-15 14:40:36,14,5
2025-11-15 14:40:38,14,6
2025-11-15 14:40:40,14,7
2025-11-15 14:40:42,14,8
2025-11-15 14:40:45,14,9
2025-11-15 14:40:47,14,10
2025-11-15 14:41:19,15,1
2025-11-15 14:41:22,15,2
2025-11-15 14:41:24,15,3
2025-11-15 14:41:26,15,4
2025-11-15 14:41:29,15,5
2025-11-15 14:41:31,15,6
2025-11-15 14:41:34,15,7
2025-11-15 14:41:36,15,8
2025-11-15 14:41:39,15,9
2025-11-15 14:41:41,15,10
2025-11-15 14:42:15,16,1
2025-11-15 14:42:17,16,2
2025-11-15 14:42:19,16,3
2025-11-15 14:42:21,16,4
2025-11-15 14:42:24,16,5
2025-11-15 14:42:26,16,6
2025-11-15 14:42:29,16,7
2025-11-15 14:42:31,16,8
2025-11-15 14:42:33,16,9
2025-11-15 14:42:36,16,10
2025-11-15 14:43:08,17,1
2025-11-15 14:43:11,17,2
2025-11-15 14:43:13,17,3
2025-11-15 14:43:15,17,4
2025-11-15 14:43:18,17,5
2025-11-15 14:43:20,17,6
2025-11-15 14:43:23,17,7
2025-11-15 14:43:25,17,8
2025-11-15 14:43:27,17,9
2025-11-15 14:43:30,17,10
2025-11-15 14:44:03,18,1
2025-11-15 14:44:06,18,2
2025-11-15 14:44:08,18,3
2025-11-15 14:44:10,18,4
2025-11-15 14:44:13,18,5
2025-11-15 14:44:15,18,6
2025-11-15 14:44:18,18,7
2025-11-15 14:44:20,18,8
2025-11-15 14:44:22,18,9
2025-11-15 14:44:25,18,10
2025-11-15 14:44:56,19,1
2025-11-15 14:44:58,19,2
2025-11-15 14:45:01,19,3
2025-11-15 14:45:03,19,4
2025-11-15 14:45:05,19,5
2025-11-15 14:45:07,19,6
2025-11-15 14:45:10,19,7
2025-11-15 14:45:12,19,8
2025-11-15 14:45:15,19,9
2025-11-15 14:45:17,19,10
2025-11-15 14:46:07,20,1
2025-11-15 14:46:10,20,2
2025-11-15 14:46:12,20,3
2025-11-15 14:46:14,20,4
2025-11-15 14:46:17,20,5
2025-11-15 14:46:19,20,6
2025-11-15 14:46:22,20,7
2025-11-15 14:46:24,20,8
2025-11-15 14:46:27,20,9
2025-11-15 14:46:29,20,10
2025-11-15 14:47:02,21,1
2025-11-15 14:47:04,21,2
2025-11-15 14:47:07,21,3
2025-11-15 14:47:09,21,4
2025-11-15 14:47:11,21,5
2025-11-15 14:47:13,21,6
2025-11-15 14:47:16,21,7
2025-11-15 14:47:18,21,8
2025-11-15 14:47:20,21,9
2025-11-15 14:47:23,21,10
2025-11-15 14:47:56,22,1
2025-11-15 14:47:58,22,2
2025-11-15 14:48:00,22,3
2025-11-15 14:48:03,22,4
2025-11-15 14:48:05,22,5
2025-11-15 14:48:07,22,6
2025-11-15 14:48:09,22,7
2025-11-15 14:48:12,22,8
2025-11-15 14:48:14,22,9
2025-11-15 14:48:17,22,10
2025-11-15 14:48:48,23,1
2025-11-15 14:48:50,23,2
2025-11-15 14:48:53,23,3
2025-11-15 14:48:55,23,4
2025-11-15 14:48:57,23,5
2025-11-15 14:48:59,23,6
2025-11-15 14:49:02,23,7
2025-11-15 14:49:04,23,8
2025-11-15 14:49:06,23,9
2025-11-15 14:49:09,23,10
2025-11-15 14:49:40,24,1
2025-11-15 14:49:42,24,2
2025-11-15 14:49:45,24,3
2025-11-15 14:49:47,24,4
2025-11-15 14:49:50,24,5
2025-11-15 14:49:52,24,6
2025-11-15 14:49:55,24,7
2025-11-15 14:49:57,24,8
2025-11-15 14:50:00,24,9
2025-11-15 14:50:02,24,10
2025-11-15 14:50:34,25,1
2025-11-15 14:50:36,25,2
2025-11-15 14:50:38,25,3
2025-11-15 14:50:40,25,4
2025-11-15 14:50:43,25,5
2025-11-15 14:50:45,25,6
2025-11-15 14:50:47,25,7
2025-11-15 14:50:50,25,8
2025-11-15 14:50:52,25,9
2025-11-15 14:50:54,25,10
2025-11-15 14:51:27,26,1
2025-11-15 14:51:29,26,2
2025-11-15 14:51:31,26,3
2025-11-15 14:51:34,26,4
2025-11-15 14:51:36,26,5
2025-11-15 14:51:38,26,6
2025-11-15 14:51:41,26,7
2025-11-15 14:51:43,26,8
2025-11-15 14:51:45,26,9
2025-11-15 14:51:50,26,10
2025-11-15 14:52:21,27,1
2025-11-15 14:52:23,27,2
2025-11-15 14:52:26,27,3
2025-11-15 14:52:28,27,4
2025-11-15 14:52:30,27,5
2025-11-15 14:52:33,27,6
2025-11-15 14:52:35,27,7
2025-11-15 14:52:37,27,8
2025-11-15 14:52:39,27,9
2025-11-15 14:52:42,27,10
2025-11-15 14:53:16,28,1
2025-11-15 14:53:18,28,2
2025-11-15 14:53:20,28,3
2025-11-15 14:53:22,28,4
2025-11-15 14:53:25,28,5
2025-11-15 14:53:27,28,6
2025-11-15 14:53:30,28,7
2025-11-15 14:53:33,28,8
2025-11-15 14:53:35,28,9
2025-11-15 14:53:38,28,10
2025-11-15 14:54:40,29,1
2025-11-15 14:54:42,29,2
2025-11-15 14:54:44,29,3
2025-11-15 14:54:46,29,4
2025-11-15 14:54:49,29,5
2025-11-15 14:54:51,29,6
2025-11-15 14:54:53,29,7
2025-11-15 14:54:55,29,8
2025-11-15 14:54:58,29,9
2025-11-15 14:55:00,29,10
2025-11-15 14:55:33,30,1
2025-11-15 14:55:35,30,2
2025-11-15 14:55:37,30,3
2025-11-15 14:55:40,30,4
2025-11-15 14:55:43,30,5
2025-11-15 14:55:45,30,6
2025-11-15 14:55:48,30,7
2025-11-15 14:55:50,30,8
2025-11-15 14:55:53,30,9
2025-11-15 14:55:56,30,10
2025-11-15 14:56:30,31,1
2025-11-15 14:56:33,31,2
2025-11-15 14:56:35,31,3
2025-11-15 14:56:37,31,4
2025-11-15 14:56:40,31,5
2025-11-15 14:56:42,31,6
2025-11-15 14:56:44,31,7
2025-11-15 14:56:47,31,8
2025-11-15 14:56:49,31,9
2025-11-15 14:56:52,31,10
2025-11-15 14:57:24,32,1
2025-11-15 14:57:26,32,2
2025-11-15 14:57:28,32,3
2025-11-15 14:57:31,32,4
2025-11-15 14:57:33,32,5
2025-11-15 14:57:35,32,6
2025-11-15 14:57:38,32,7
2025-11-15 14:57:38,32,8
2025-11-15 14:57:43,32,9
2025-11-15 14:57:46,32,10
2025-11-15 14:58:22,33,1
2025-11-15 14:58:24,33,2
2025-11-15 14:58:26,33,3
2025-11-15 14:58:29,33,4
2025-11-15 14:58:31,33,5
2025-11-15 14:58:34,33,6
2025-11-15 14:58:36,33,7
2025-11-15 14:58:38,33,8
2025-11-15 14:58:41,33,9
2025-11-15 14:58:43,33,10
