time_ms,emg_value
1763244577943,249.0
1763244577944,242.0
1763244577945,209.0
1763244577946,163.0
1763244577947,143.0
1763244577948,118.0
1763244577949,99.0
1763244577950,83.0
1763244577951,283.0
1763244577952,204.0
1763244577953,140.0
1763244577954,128.0
1763244577955,162.0
1763244577956,162.0
1763244577957,125.0
1763244577958,110.0
1763244577959,137.0
1763244577960,145.0
1763244577961,138.0
1763244577962,141.0
1763244577963,125.0
1763244577964,147.0
1763244577965,182.0
1763244577966,198.0
1763244577967,158.0
1763244577968,188.0
1763244577969,176.0
1763244577970,182.0
1763244577971,187.0
1763244577972,155.0
1763244577973,129.0
1763244577974,121.0
1763244577975,193.0
1763244577976,229.0
1763244577977,204.0
1763244577978,125.0
1763244577979,91.0
1763244577980,97.0
1763244577981,79.0
1763244577982,105.0
1763244577983,128.0
1763244577984,156.0
1763244577985,96.0
1763244577986,86.0
1763244577987,52.0
1763244577988,61.0
1763244577989,56.0
1763244577990,51.0
1763244577991,50.0
1763244577992,105.0
1763244577993,128.0
1763244577994,142.0
1763244577995,134.0
1763244577996,112.0
1763244577997,91.0
1763244577998,94.0
1763244577999,162.0
1763244578000,120.0
1763244578001,98.0
1763244578002,112.0
1763244578003,119.0
1763244578004,111.0
1763244578005,128.0
1763244578006,81.0
1763244578007,63.0
1763244578008,89.0
1763244578009,146.0
1763244578010,144.0
1763244578011,142.0
1763244578012,96.0
1763244578013,117.0
1763244578014,145.0
1763244578015,117.0
1763244578016,152.0
1763244578017,166.0
1763244578018,136.0
1763244578019,112.0
1763244578020,112.0
1763244578021,109.0
1763244578022,80.0
1763244578023,80.0
1763244578024,107.0
1763244578025,90.0
1763244578026,109.0
1763244578027,85.0
1763244578028,81.0
1763244578029,105.0
1763244578030,131.0
1763244578031,126.0
1763244578032,111.0
1763244578033,110.0
1763244578034,111.0
1763244578035,91.0
1763244578036,118.0
1763244578037,121.0
1763244578038,110.0
1763244578039,128.0
1763244578040,138.0
1763244578041,120.0
1763244578042,80.0
1763244578043,75.0
1763244578044,120.0
1763244578045,155.0
1763244578046,143.0
1763244578047,122.0
1763244578048,110.0
1763244578049,85.0
1763244578050,80.0
1763244578051,83.0
1763244578052,109.0
1763244578053,85.0
1763244578054,135.0
1763244578055,160.0
1763244578056,125.0
1763244578057,141.0
1763244578058,115.0
1763244578059,173.0
1763244578060,146.0
1763244578061,146.0
1763244578062,106.0
1763244578063,106.0
1763244578064,103.0
1763244578065,94.0
1763244578066,146.0
1763244578067,151.0
1763244578068,137.0
1763244578069,114.0
1763244578070,90.0
1763244578071,107.0
1763244578072,139.0
1763244578073,228.0
1763244578074,171.0
1763244578075,154.0
1763244578076,144.0
1763244578077,171.0
1763244578078,198.0
1763244578079,184.0
1763244578080,176.0
1763244578081,176.0
1763244578082,161.0
1763244578083,142.0
1763244578084,123.0
1763244578085,115.0
1763244578086,94.0
1763244578087,102.0
1763244578088,80.0
1763244578089,135.0
1763244578090,191.0
1763244578091,220.0
1763244578092,187.0
1763244578093,146.0
1763244578094,125.0
1763244578095,94.0
1763244578096,85.0
1763244578097,140.0
1763244578098,162.0
1763244578099,96.0
1763244578100,80.0
1763244578101,57.0
1763244578102,48.0
1763244578103,82.0
1763244578104,71.0
1763244578105,78.0
1763244578106,107.0
1763244578107,128.0
1763244578108,160.0
1763244578109,131.0
1763244578110,132.0
1763244578111,176.0
1763244578112,135.0
1763244578113,112.0
1763244578114,112.0
1763244578115,96.0
1763244578116,74.0
1763244578117,142.0
1763244578118,141.0
1763244578119,138.0
1763244578120,142.0
1763244578121,112.0
1763244578122,135.0
1763244578123,138.0
1763244578124,144.0
1763244578125,142.0
1763244578126,208.0
1763244578127,159.0
1763244578128,129.0
1763244578129,158.0
1763244578130,185.0
1763244578131,146.0
1763244578132,141.0
1763244578133,97.0
1763244578134,221.0
1763244578135,189.0
1763244578136,90.0
1763244578137,82.0
1763244578138,176.0
1763244578139,193.0
1763244578140,167.0
1763244578141,144.0
1763244578142,138.0
1763244578143,112.0
1763244578144,114.0
1763244578145,128.0
1763244578146,121.0
1763244578147,103.0
1763244578148,131.0
1763244578149,113.0
1763244578150,115.0
1763244578151,81.0
1763244578152,65.0
1763244578153,48.0
1763244578154,91.0
1763244578155,106.0
1763244578156,132.0
1763244578157,112.0
1763244578158,50.0
1763244578159,48.0
1763244578160,83.0
1763244578161,81.0
1763244578162,105.0
1763244578163,107.0
1763244578164,78.0
1763244578165,51.0
1763244578166,134.0
1763244578167,124.0
1763244578168,139.0
1763244578169,156.0
1763244578170,173.0
1763244578171,128.0
1763244578172,93.0
1763244578173,117.0
1763244578174,113.0
1763244578175,86.0
1763244578176,84.0
1763244578177,129.0
1763244578178,89.0
1763244578179,80.0
1763244578180,57.0
1763244578181,119.0
1763244578182,102.0
1763244578183,67.0
1763244578184,77.0
1763244578185,101.0
1763244578186,93.0
1763244578187,112.0
1763244578188,116.0
1763244578189,85.0
1763244578190,82.0
1763244578191,114.0
1763244578192,112.0
1763244578193,86.0
1763244578194,126.0
1763244578195,146.0
1763244578196,128.0
1763244578197,99.0
1763244578198,85.0
1763244578199,94.0
1763244578200,113.0
1763244578201,160.0
1763244578202,176.0
1763244578203,133.0
1763244578204,99.0
1763244578205,97.0
1763244578206,100.0
1763244578207,141.0
1763244578208,151.0
1763244578209,144.0
1763244578210,109.0
1763244578211,128.0
1763244578212,112.0
1763244578213,91.0
1763244578214,78.0
1763244578215,163.0
1763244578216,192.0
1763244578217,167.0
1763244578218,144.0
1763244578219,144.0
1763244578220,130.0
1763244578221,102.0
1763244578222,64.0
1763244578223,64.0
1763244578224,71.0
1763244578225,176.0
1763244578226,220.0
1763244578227,192.0
1763244578228,157.0
1763244578229,130.0
1763244578230,112.0
1763244578231,96.0
1763244578232,116.0
1763244578233,112.0
1763244578234,204.0
1763244578235,215.0
1763244578236,144.0
1763244578237,144.0
1763244578238,134.0
1763244578239,180.0
1763244578240,144.0
1763244578241,133.0
1763244578242,93.0
1763244578243,84.0
1763244578244,78.0
1763244578245,111.0
1763244578246,103.0
1763244578247,98.0
1763244578248,82.0
1763244578249,112.0
1763244578250,89.0
1763244578251,105.0
1763244578252,99.0
1763244578253,152.0
1763244578254,122.0
1763244578255,110.0
1763244578256,101.0
1763244578257,80.0
1763244578258,113.0
1763244578259,123.0
1763244578260,95.0
1763244578261,180.0
1763244578262,136.0
1763244578263,91.0
1763244578264,67.0
1763244578265,54.0
1763244578266,64.0
1763244578267,82.0
1763244578268,77.0
1763244578269,77.0
1763244578270,68.0
1763244578271,74.0
1763244578272,91.0
1763244578273,64.0
1763244578274,95.0
1763244578275,89.0
1763244578276,80.0
1763244578277,97.0
