time_ms,emg_value
1762907350843,2.0
1762907350844,0.0
1762907350845,0.0
1762907350846,0.0
1762907350847,7.0
1762907350848,0.0
1762907350849,1.0
1762907350850,6.0
1762907350851,0.0
1762907350852,5.0
1762907350853,4.0
1762907350854,4.0
1762907350855,0.0
1762907350856,0.0
1762907350857,3.0
1762907350858,4.0
1762907350859,0.0
1762907350860,2.0
1762907350861,0.0
1762907350862,8.0
1762907350863,4.0
1762907350864,5.0
1762907350865,0.0
1762907350866,3.0
1762907350867,4.0
1762907350868,4.0
1762907350869,6.0
1762907350870,3.0
1762907350871,11.0
1762907350872,11.0
1762907350873,9.0
1762907350874,0.0
1762907350875,0.0
1762907350876,3.0
1762907350877,10.0
1762907350878,0.0
1762907350879,0.0
1762907350880,0.0
1762907350881,2.0
1762907350882,0.0
1762907350883,0.0
1762907350884,0.0
1762907350885,0.0
1762907350886,4.0
1762907350887,1.0
1762907350888,0.0
1762907350889,3.0
1762907350890,0.0
1762907350891,0.0
1762907350892,0.0
1762907350893,0.0
1762907350894,0.0
1762907350895,0.0
1762907350896,5.0
1762907350897,0.0
1762907350898,0.0
1762907350899,6.0
1762907350900,7.0
1762907350901,0.0
1762907350902,0.0
1762907350903,0.0
1762907350904,0.0
1762907350905,3.0
1762907350906,2.0
1762907350907,3.0
1762907350908,6.0
1762907350909,1.0
1762907350910,3.0
1762907350911,3.0
1762907350912,0.0
1762907350913,0.0
1762907350914,0.0
1762907350915,0.0
1762907350916,0.0
1762907350917,0.0
1762907350918,0.0
1762907350919,0.0
1762907350920,5.0
1762907350921,9.0
1762907350922,5.0
1762907350923,0.0
1762907350924,2.0
1762907350925,0.0
1762907350926,1.0
1762907350927,0.0
1762907350928,0.0
1762907350929,3.0
1762907350930,2.0
1762907350931,0.0
1762907350932,0.0
1762907350933,0.0
1762907350934,0.0
1762907350935,7.0
1762907350936,1.0
1762907350937,0.0
1762907350938,0.0
1762907350939,6.0
1762907350940,14.0
1762907350941,0.0
1762907350942,8.0
1762907350943,5.0
1762907350944,3.0
1762907350945,0.0
1762907350946,6.0
1762907350947,0.0
1762907350948,3.0
1762907350949,18.0
1762907350950,16.0
1762907350951,24.0
1762907350952,31.0
1762907350953,37.0
1762907350954,16.0
1762907350955,33.0
1762907350956,46.0
1762907350957,92.0
1762907350958,97.0
1762907350959,122.0
1762907350960,128.0
1762907350961,128.0
1762907350962,80.0
1762907350963,107.0
1762907350964,221.0
1762907350965,198.0
1762907350966,160.0
1762907350967,253.0
1762907350968,298.0
1762907350969,265.0
1762907350970,181.0
1762907350971,100.0
1762907350972,59.0
1762907350973,59.0
1762907350974,27.0
1762907350975,22.0
1762907350976,17.0
1762907350977,10.0
1762907350978,9.0
1762907350979,19.0
1762907350980,11.0
1762907350981,10.0
1762907350982,10.0
1762907350983,0.0
1762907350984,6.0
1762907350985,0.0
1762907350986,16.0
1762907350987,2.0
1762907350988,5.0
1762907350989,0.0
1762907350990,0.0
1762907350991,0.0
1762907350992,3.0
1762907350993,0.0
1762907350994,6.0
1762907350995,0.0
1762907350996,8.0
1762907350997,0.0
1762907350998,0.0
1762907350999,0.0
1762907351000,0.0
1762907351001,0.0
1762907351002,0.0
1762907351003,10.0
1762907351004,0.0
1762907351005,7.0
1762907351006,0.0
1762907351007,12.0
1762907351008,0.0
1762907351009,0.0
1762907351010,2.0
1762907351011,6.0
1762907351012,15.0
1762907351013,6.0
1762907351014,0.0
1762907351015,4.0
1762907351016,5.0
1762907351017,0.0
1762907351018,0.0
1762907351019,6.0
1762907351020,0.0
1762907351021,5.0
1762907351022,3.0
1762907351023,2.0
1762907351024,0.0
1762907351025,5.0
1762907351026,5.0
1762907351027,0.0
1762907351028,0.0
1762907351029,10.0
1762907351030,0.0
1762907351031,0.0
1762907351032,0.0
1762907351033,5.0
1762907351034,0.0
1762907351035,0.0
1762907351036,0.0
1762907351037,0.0
1762907351038,7.0
1762907351039,1.0
1762907351040,13.0
1762907351041,5.0
1762907351042,0.0
1762907351043,3.0
1762907351044,4.0
1762907351045,0.0
1762907351046,0.0
1762907351047,6.0
1762907351048,6.0
1762907351049,0.0
1762907351050,0.0
1762907351051,2.0
1762907351052,0.0
1762907351053,3.0
1762907351054,7.0
1762907351055,0.0
1762907351056,0.0
1762907351057,0.0
1762907351058,6.0
1762907351059,0.0
1762907351060,0.0
1762907351061,7.0
1762907351062,5.0
1762907351063,1.0
1762907351064,0.0
1762907351065,0.0
1762907351066,3.0
1762907351067,0.0
1762907351068,5.0
1762907351069,0.0
1762907351070,0.0
1762907351071,10.0
1762907351072,0.0
1762907351073,0.0
1762907351074,0.0
1762907351075,0.0
1762907351076,1.0
1762907351077,0.0
1762907351078,0.0
1762907351079,1.0
1762907351080,0.0
1762907351081,0.0
1762907351082,0.0
1762907351083,0.0
1762907351084,6.0
1762907351085,10.0
1762907351086,0.0
1762907351087,0.0
1762907351088,0.0
1762907351089,0.0
1762907351090,1.0
1762907351091,6.0
1762907351092,4.0
1762907351093,178.0
1762907351094,226.0
1762907351095,99.0
1762907351096,87.0
1762907351097,26.0
1762907351098,23.0
1762907351099,8.0
1762907351100,0.0
1762907351101,8.0
1762907351102,1.0
1762907351103,0.0
1762907351104,0.0
1762907351105,9.0
1762907351106,7.0
1762907351107,0.0
1762907351108,12.0
1762907351109,4.0
1762907351110,0.0
1762907351111,5.0
1762907351112,1.0
1762907351113,6.0
1762907351114,0.0
1762907351115,0.0
1762907351116,5.0
1762907351117,0.0
1762907351118,1.0
1762907351119,1.0
1762907351120,0.0
1762907351121,0.0
1762907351122,7.0
1762907351123,0.0
1762907351124,9.0
1762907351125,0.0
1762907351126,1.0
1762907351127,0.0
1762907351128,0.0
1762907351129,0.0
1762907351130,0.0
1762907351131,0.0
1762907351132,0.0
1762907351133,0.0
1762907351134,6.0
1762907351135,0.0
1762907351136,0.0
1762907351137,0.0
1762907351138,0.0
1762907351139,4.0
1762907351140,11.0
1762907351141,0.0
1762907351142,6.0
1762907351143,5.0
1762907351144,4.0
1762907351145,1.0
1762907351146,0.0
1762907351147,7.0
1762907351148,0.0
1762907351149,0.0
1762907351150,0.0
1762907351151,11.0
1762907351152,3.0
1762907351153,0.0
1762907351154,4.0
1762907351155,4.0
1762907351156,6.0
1762907351157,0.0
1762907351158,0.0
1762907351159,0.0
1762907351160,0.0
1762907351161,0.0
1762907351162,1.0
1762907351163,0.0
1762907351164,1.0
1762907351165,0.0
1762907351166,1.0
1762907351167,6.0
1762907351168,0.0
1762907351169,2.0
1762907351170,0.0
1762907351171,0.0
1762907351172,6.0
1762907351173,2.0
1762907351174,0.0
1762907351175,0.0
1762907351176,7.0
1762907351177,0.0
1762907351178,0.0
1762907351179,0.0
1762907351180,0.0
1762907351181,6.0
1762907351182,0.0
1762907351183,0.0
1762907351184,0.0
1762907351185,11.0
1762907351186,10.0
1762907351187,0.0
1762907351188,2.0
1762907351189,7.0
1762907351190,3.0
1762907351191,0.0
1762907351192,1.0
1762907351193,0.0
1762907351194,2.0
1762907351195,0.0
1762907351196,0.0
1762907351197,0.0
1762907351198,2.0
1762907351199,0.0
1762907351200,2.0
1762907351201,1.0
1762907351202,0.0
1762907351203,0.0
1762907351204,0.0
1762907351205,0.0
1762907351206,0.0
1762907351207,3.0
1762907351208,5.0
1762907351209,3.0
1762907351210,5.0
1762907351211,0.0
1762907351212,0.0
1762907351213,5.0
1762907351214,0.0
1762907351215,4.0
1762907351216,7.0
1762907351217,0.0
1762907351218,0.0
1762907351219,0.0
1762907351220,0.0
1762907351221,1.0
1762907351222,0.0
1762907351223,2.0
1762907351224,0.0
1762907351225,9.0
1762907351226,1.0
1762907351227,8.0
1762907351228,1.0
1762907351229,0.0
1762907351230,0.0
1762907351231,0.0
1762907351232,5.0
1762907351233,0.0
1762907351234,0.0
1762907351235,0.0
1762907351236,4.0
1762907351237,0.0
1762907351238,0.0
1762907351239,9.0
1762907351240,8.0
1762907351241,0.0
1762907351242,1.0
1762907351243,8.0
1762907351244,0.0
1762907351245,0.0
1762907351246,0.0
1762907351247,0.0
1762907351248,0.0
1762907351249,0.0
1762907351250,0.0
1762907351251,0.0
1762907351252,0.0
1762907351253,0.0
1762907351254,5.0
1762907351255,6.0
1762907351256,3.0
1762907351257,4.0
1762907351258,0.0
1762907351259,1.0
1762907351260,0.0
1762907351261,0.0
1762907351262,0.0
1762907351263,0.0
1762907351264,2.0
1762907351265,0.0
1762907351266,6.0
1762907351267,0.0
1762907351268,0.0
1762907351269,2.0
1762907351270,3.0
1762907351271,1.0
1762907351272,0.0
1762907351273,0.0
1762907351274,0.0
1762907351275,3.0
1762907351276,0.0
1762907351277,0.0
1762907351278,7.0
1762907351279,8.0
1762907351280,0.0
1762907351281,4.0
1762907351282,3.0
1762907351283,0.0
1762907351284,0.0
1762907351285,0.0
1762907351286,0.0
1762907351287,0.0
1762907351288,0.0
1762907351289,0.0
1762907351290,0.0
1762907351291,0.0
1762907351292,0.0
1762907351293,1.0
1762907351294,6.0
1762907351295,0.0
1762907351296,0.0
1762907351297,0.0
1762907351298,4.0
1762907351299,0.0
1762907351300,3.0
1762907351301,0.0
1762907351302,0.0
1762907351303,1.0
1762907351304,2.0
1762907351305,6.0
1762907351306,0.0
1762907351307,2.0
1762907351308,0.0
1762907351309,0.0
1762907351310,0.0
1762907351311,3.0
1762907351312,0.0
1762907351313,3.0
1762907351314,2.0
1762907351315,2.0
1762907351316,0.0
1762907351317,7.0
1762907351318,27.0
1762907351319,105.0
1762907351320,80.0
1762907351321,112.0
1762907351322,344.0
1762907351323,230.0
1762907351324,315.0
1762907351325,359.0
1762907351326,576.0
1762907351327,448.0
1762907351328,528.0
1762907351329,358.0
1762907351330,230.0
1762907351331,185.0
1762907351332,130.0
1762907351333,109.0
1762907351334,107.0
1762907351335,125.0
1762907351336,87.0
1762907351337,65.0
1762907351338,57.0
1762907351339,45.0
1762907351340,42.0
1762907351341,359.0
1762907351342,234.0
1762907351343,112.0
1762907351344,80.0
1762907351345,67.0
1762907351346,36.0
1762907351347,310.0
1762907351348,229.0
1762907351349,169.0
1762907351350,118.0
1762907351351,102.0
1762907351352,58.0
1762907351353,42.0
1762907351354,31.0
1762907351355,24.0
1762907351356,18.0
1762907351357,0.0
1762907351358,0.0
1762907351359,0.0
1762907351360,2.0
1762907351361,68.0
1762907351362,42.0
1762907351363,27.0
1762907351364,16.0
1762907351365,17.0
1762907351366,7.0
1762907351367,19.0
1762907351368,18.0
1762907351369,16.0
1762907351370,15.0
1762907351371,0.0
1762907351372,1.0
1762907351373,0.0
1762907351374,7.0
1762907351375,5.0
1762907351376,3.0
1762907351377,10.0
1762907351378,0.0
1762907351379,0.0
1762907351380,7.0
1762907351381,0.0
1762907351382,0.0
1762907351383,0.0
1762907351384,0.0
1762907351385,0.0
1762907351386,0.0
1762907351387,0.0
1762907351388,0.0
1762907351389,2.0
1762907351390,0.0
1762907351391,2.0
1762907351392,7.0
1762907351393,1.0
1762907351394,0.0
1762907351395,0.0
1762907351396,0.0
1762907351397,0.0
1762907351398,0.0
1762907351399,14.0
1762907351400,0.0
1762907351401,2.0
1762907351402,0.0
1762907351403,1.0
1762907351404,0.0
1762907351405,8.0
1762907351406,0.0
1762907351407,0.0
1762907351408,0.0
1762907351409,3.0
1762907351410,0.0
1762907351411,10.0
1762907351412,1.0
1762907351413,0.0
1762907351414,0.0
1762907351415,0.0
1762907351416,0.0
1762907351417,4.0
1762907351418,4.0
1762907351419,0.0
1762907351420,2.0
1762907351421,6.0
1762907351422,3.0
1762907351423,6.0
1762907351424,0.0
1762907351425,4.0
1762907351426,9.0
1762907351427,0.0
1762907351428,0.0
1762907351429,2.0
1762907351430,0.0
1762907351431,0.0
1762907351432,3.0
