timestamp,set_number,rep_number
2025-11-15 15:18:36,1,1
2025-11-15 15:18:39,1,2
2025-11-15 15:18:42,1,3
2025-11-15 15:18:45,1,4
2025-11-15 15:18:51,1,5
2025-11-15 15:18:55,1,6
2025-11-15 15:18:59,1,7
2025-11-15 15:19:05,1,8
2025-11-15 15:19:09,1,9
2025-11-15 15:19:12,1,10
2025-11-15 15:19:47,2,1
2025-11-15 15:19:49,2,2
2025-11-15 15:19:55,2,3
2025-11-15 15:20:01,2,4
2025-11-15 15:20:07,2,5
2025-11-15 15:20:13,2,6
2025-11-15 15:20:19,2,7
2025-11-15 15:20:22,2,8
2025-11-15 15:20:25,2,9
2025-11-15 15:20:30,2,10
2025-11-15 15:21:15,3,1
2025-11-15 15:21:19,3,2
2025-11-15 15:21:24,3,3
2025-11-15 15:21:28,3,4
2025-11-15 15:21:33,3,5
2025-11-15 15:21:37,3,6
2025-11-15 15:21:41,3,7
2025-11-15 15:21:45,3,8
2025-11-15 15:21:50,3,9
2025-11-15 15:21:54,3,10
2025-11-15 15:22:31,4,1
2025-11-15 15:22:36,4,2
2025-11-15 15:22:41,4,3
2025-11-15 15:22:45,4,4
2025-11-15 15:22:49,4,5
2025-11-15 15:22:52,4,6
2025-11-15 15:22:57,4,7
2025-11-15 15:23:00,4,8
2025-11-15 15:23:04,4,9
2025-11-15 15:23:08,4,10
2025-11-15 15:23:57,5,1
2025-11-15 15:24:01,5,2
2025-11-15 15:24:05,5,3
2025-11-15 15:24:10,5,4
2025-11-15 15:24:14,5,5
2025-11-15 15:24:18,5,6
2025-11-15 15:24:23,5,7
2025-11-15 15:24:27,5,8
2025-11-15 15:24:31,5,9
2025-11-15 15:24:36,5,10
2025-11-15 15:25:22,6,1
2025-11-15 15:25:28,6,2
2025-11-15 15:25:30,6,3
2025-11-15 15:25:35,6,4
2025-11-15 15:25:40,6,5
2025-11-15 15:25:43,6,6
2025-11-15 15:25:47,6,7
2025-11-15 15:25:51,6,8
2025-11-15 15:25:55,6,9
2025-11-15 15:25:59,6,10
2025-11-15 15:26:40,7,1
2025-11-15 15:26:44,7,2
2025-11-15 15:26:48,7,3
2025-11-15 15:26:52,7,4
2025-11-15 15:26:58,7,5
2025-11-15 15:27:02,7,6
2025-11-15 15:27:06,7,7
2025-11-15 15:27:11,7,8
2025-11-15 15:27:17,7,9
2025-11-15 15:27:21,7,10
2025-11-15 15:28:17,8,1
2025-11-15 15:28:17,8,2
2025-11-15 15:28:18,8,3
2025-11-15 15:28:22,8,4
2025-11-15 15:28:27,8,5
2025-11-15 15:28:34,8,6
2025-11-15 15:28:37,8,7
2025-11-15 15:28:42,8,8
2025-11-15 15:28:47,8,9
2025-11-15 15:28:53,8,10
2025-11-15 15:29:34,9,1
2025-11-15 15:29:40,9,2
2025-11-15 15:29:45,9,3
2025-11-15 15:29:50,9,4
2025-11-15 15:29:57,9,5
2025-11-15 15:30:03,9,6
2025-11-15 15:30:11,9,7
2025-11-15 15:30:16,9,8
2025-11-15 15:30:20,9,9
2025-11-15 15:30:28,9,10
2025-11-15 15:31:07,10,1
2025-11-15 15:31:12,10,2
2025-11-15 15:31:16,10,3
2025-11-15 15:31:20,10,4
2025-11-15 15:31:24,10,5
2025-11-15 15:31:28,10,6
2025-11-15 15:31:32,10,7
2025-11-15 15:31:37,10,8
2025-11-15 15:31:41,10,9
2025-11-15 15:31:46,10,10
2025-11-15 15:32:28,11,1
2025-11-15 15:32:33,11,2
2025-11-15 15:32:38,11,3
2025-11-15 15:32:43,11,4
2025-11-15 15:32:48,11,5
2025-11-15 15:32:53,11,6
2025-11-15 15:32:57,11,7
2025-11-15 15:33:03,11,8
2025-11-15 15:33:06,11,9
2025-11-15 15:33:11,11,10
2025-11-15 15:34:04,12,1
2025-11-15 15:34:08,12,2
2025-11-15 15:34:12,12,3
2025-11-15 15:34:17,12,4
2025-11-15 15:34:22,12,5
2025-11-15 15:34:26,12,6
2025-11-15 15:34:30,12,7
2025-11-15 15:34:35,12,8
2025-11-15 15:34:39,12,9
2025-11-15 15:34:42,12,10
2025-11-15 15:35:41,13,1
2025-11-15 15:35:48,13,2
2025-11-15 15:35:51,13,3
2025-11-15 15:35:56,13,4
2025-11-15 15:36:01,13,5
2025-11-15 15:36:05,13,6
2025-11-15 15:36:11,13,7
2025-11-15 15:36:16,13,8
