timestamp,set_number,rep_number
2025-11-15 15:36:24,13,9
2025-11-15 15:36:32,13,10
2025-11-15 15:37:16,14,1
2025-11-15 15:37:21,14,2
2025-11-15 15:37:26,14,3
2025-11-15 15:37:31,14,4
2025-11-15 15:37:40,14,5
2025-11-15 15:37:44,14,6
2025-11-15 15:37:49,14,7
2025-11-15 15:37:53,14,8
2025-11-15 15:37:59,14,9
2025-11-15 15:38:04,14,10
2025-11-15 15:38:47,15,1
2025-11-15 15:38:53,15,2
2025-11-15 15:38:58,15,3
2025-11-15 15:39:07,15,4
2025-11-15 15:39:16,15,5
2025-11-15 15:39:21,15,6
2025-11-15 15:39:25,15,7
2025-11-15 15:39:30,15,8
2025-11-15 15:39:35,15,9
2025-11-15 15:39:40,15,10
2025-11-15 15:40:25,16,1
2025-11-15 15:40:29,16,2
2025-11-15 15:40:34,16,3
2025-11-15 15:40:39,16,4
2025-11-15 15:40:44,16,5
2025-11-15 15:40:49,16,6
2025-11-15 15:40:54,16,7
2025-11-15 15:40:58,16,8
2025-11-15 15:41:03,16,9
2025-11-15 15:41:07,16,10
2025-11-15 15:41:46,17,1
2025-11-15 15:41:51,17,2
2025-11-15 15:41:55,17,3
2025-11-15 15:41:59,17,4
2025-11-15 15:42:02,17,5
2025-11-15 15:42:09,17,6
2025-11-15 15:42:15,17,7
2025-11-15 15:42:19,17,8
2025-11-15 15:42:23,17,9
2025-11-15 15:42:28,17,10
2025-11-15 15:43:13,18,1
2025-11-15 15:43:17,18,2
2025-11-15 15:43:23,18,3
2025-11-15 15:43:28,18,4
2025-11-15 15:43:32,18,5
2025-11-15 15:43:37,18,6
2025-11-15 15:43:42,18,7
2025-11-15 15:43:48,18,8
2025-11-15 15:43:53,18,9
2025-11-15 15:43:56,18,10
2025-11-15 15:44:37,19,1
2025-11-15 15:44:42,19,2
2025-11-15 15:44:47,19,3
2025-11-15 15:44:52,19,4
2025-11-15 15:44:55,19,5
2025-11-15 15:44:59,19,6
2025-11-15 15:45:03,19,7
2025-11-15 15:45:08,19,8
2025-11-15 15:45:12,19,9
2025-11-15 15:45:15,19,10
2025-11-15 15:45:59,20,1
2025-11-15 15:46:03,20,2
2025-11-15 15:46:08,20,3
2025-11-15 15:46:12,20,4
2025-11-15 15:46:17,20,5
2025-11-15 15:46:21,20,6
2025-11-15 15:46:27,20,7
2025-11-15 15:46:31,20,8
2025-11-15 15:46:35,20,9
2025-11-15 15:46:40,20,10
2025-11-15 15:47:31,21,1
2025-11-15 15:47:34,21,2
2025-11-15 15:47:39,21,3
2025-11-15 15:47:43,21,4
2025-11-15 15:47:47,21,5
2025-11-15 15:47:54,21,6
2025-11-15 15:47:59,21,7
2025-11-15 15:48:04,21,8
2025-11-15 15:48:11,21,9
2025-11-15 15:48:21,21,10
2025-11-15 15:51:36,22,1
