timestamp,set_number,rep_number
2025-11-14 15:17:45,1,1
2025-11-14 15:17:48,1,2
2025-11-14 15:17:51,1,3
2025-11-14 15:17:54,1,4
2025-11-14 15:17:57,1,5
2025-11-14 15:17:59,1,6
2025-11-14 15:18:02,1,7
2025-11-14 15:18:05,1,8
2025-11-14 15:18:07,1,9
2025-11-14 15:18:11,1,10
2025-11-14 15:18:44,2,1
2025-11-14 15:18:46,2,2
2025-11-14 15:18:48,2,3
2025-11-14 15:18:50,2,4
2025-11-14 15:18:53,2,5
2025-11-14 15:18:55,2,6
2025-11-14 15:18:57,2,7
2025-11-14 15:19:00,2,8
2025-11-14 15:19:02,2,9
2025-11-14 15:19:04,2,10
2025-11-14 15:19:37,3,1
2025-11-14 15:19:39,3,2
2025-11-14 15:19:42,3,3
2025-11-14 15:19:44,3,4
2025-11-14 15:19:46,3,5
2025-11-14 15:19:48,3,6
2025-11-14 15:19:51,3,7
2025-11-14 15:19:53,3,8
2025-11-14 15:19:55,3,9
2025-11-14 15:19:57,3,10
2025-11-14 15:20:30,4,1
2025-11-14 15:20:32,4,2
2025-11-14 15:20:34,4,3
2025-11-14 15:20:36,4,4
2025-11-14 15:20:39,4,5
2025-11-14 15:20:40,4,6
2025-11-14 15:20:43,4,7
2025-11-14 15:20:44,4,8
2025-11-14 15:20:47,4,9
2025-11-14 15:20:49,4,10
2025-11-14 15:21:22,5,1
2025-11-14 15:21:24,5,2
2025-11-14 15:21:26,5,3
2025-11-14 15:21:28,5,4
2025-11-14 15:21:30,5,5
2025-11-14 15:21:32,5,6
2025-11-14 15:21:34,5,7
2025-11-14 15:21:36,5,8
2025-11-14 15:21:38,5,9
2025-11-14 15:21:40,5,10
2025-11-14 15:22:13,6,1
2025-11-14 15:22:15,6,2
2025-11-14 15:22:17,6,3
2025-11-14 15:22:19,6,4
2025-11-14 15:22:21,6,5
2025-11-14 15:22:23,6,6
2025-11-14 15:22:26,6,7
2025-11-14 15:22:28,6,8
2025-11-14 15:22:30,6,9
2025-11-14 15:22:32,6,10
2025-11-14 15:23:04,7,1
2025-11-14 15:23:06,7,2
2025-11-14 15:23:09,7,3
2025-11-14 15:23:10,7,4
2025-11-14 15:23:13,7,5
2025-11-14 15:23:15,7,6
2025-11-14 15:23:17,7,7
2025-11-14 15:23:19,7,8
2025-11-14 15:23:21,7,9
2025-11-14 15:23:23,7,10
2025-11-14 15:23:56,8,1
2025-11-14 15:23:58,8,2
2025-11-14 15:24:01,8,3
2025-11-14 15:24:02,8,4
2025-11-14 15:24:04,8,5
