timestamp,set_number,rep_number
2025-11-14 15:24:06,8,6
2025-11-14 15:24:08,8,7
2025-11-14 15:24:10,8,8
2025-11-14 15:24:13,8,9
2025-11-14 15:24:15,8,10
2025-11-14 15:24:46,9,1
2025-11-14 15:24:49,9,2
2025-11-14 15:24:51,9,3
2025-11-14 15:24:53,9,4
2025-11-14 15:24:56,9,5
2025-11-14 15:24:58,9,6
2025-11-14 15:25:00,9,7
2025-11-14 15:25:02,9,8
2025-11-14 15:25:04,9,9
2025-11-14 15:25:06,9,10
2025-11-14 15:25:38,10,1
2025-11-14 15:25:40,10,2
2025-11-14 15:25:43,10,3
2025-11-14 15:25:45,10,4
2025-11-14 15:25:47,10,5
2025-11-14 15:25:49,10,6
2025-11-14 15:25:51,10,7
2025-11-14 15:25:53,10,8
2025-11-14 15:25:55,10,9
2025-11-14 15:25:57,10,10
2025-11-14 15:26:29,11,1
2025-11-14 15:26:31,11,2
2025-11-14 15:26:33,11,3
2025-11-14 15:26:36,11,4
2025-11-14 15:26:38,11,5
2025-11-14 15:26:40,11,6
2025-11-14 15:26:42,11,7
2025-11-14 15:26:44,11,8
2025-11-14 15:26:46,11,9
2025-11-14 15:26:48,11,10
2025-11-14 15:27:21,12,1
2025-11-14 15:27:23,12,2
2025-11-14 15:27:25,12,3
2025-11-14 15:27:27,12,4
2025-11-14 15:27:30,12,5
2025-11-14 15:27:32,12,6
2025-11-14 15:27:34,12,7
2025-11-14 15:27:36,12,8
2025-11-14 15:27:38,12,9
2025-11-14 15:27:40,12,10
2025-11-14 15:28:12,13,1
2025-11-14 15:28:14,13,2
2025-11-14 15:28:17,13,3
2025-11-14 15:28:19,13,4
2025-11-14 15:28:21,13,5
2025-11-14 15:28:23,13,6
2025-11-14 15:28:26,13,7
2025-11-14 15:28:28,13,8
2025-11-14 15:28:30,13,9
2025-11-14 15:28:32,13,10
2025-11-14 15:29:05,14,1
2025-11-14 15:29:07,14,2
2025-11-14 15:29:09,14,3
2025-11-14 15:29:11,14,4
2025-11-14 15:29:13,14,5
2025-11-14 15:29:15,14,6
2025-11-14 15:29:17,14,7
2025-11-14 15:29:19,14,8
2025-11-14 15:29:21,14,9
2025-11-14 15:29:23,14,10
2025-11-14 15:29:56,15,1
2025-11-14 15:29:58,15,2
2025-11-14 15:30:02,15,3
2025-11-14 15:30:03,15,4
2025-11-14 15:30:05,15,5
2025-11-14 15:30:07,15,6
2025-11-14 15:30:09,15,7
2025-11-14 15:30:11,15,8
2025-11-14 15:30:14,15,9
2025-11-14 15:30:16,15,10
2025-11-14 15:30:48,16,1
2025-11-14 15:30:50,16,2
2025-11-14 15:30:52,16,3
2025-11-14 15:30:55,16,4
2025-11-14 15:30:57,16,5
2025-11-14 15:30:59,16,6
2025-11-14 15:31:01,16,7
2025-11-14 15:31:03,16,8
2025-11-14 15:31:05,16,9
2025-11-14 15:31:08,16,10
2025-11-14 15:31:42,17,1
2025-11-14 15:31:44,17,2
2025-11-14 15:31:47,17,3
2025-11-14 15:31:49,17,4
2025-11-14 15:31:51,17,5
2025-11-14 15:31:53,17,6
2025-11-14 15:31:55,17,7
2025-11-14 15:31:57,17,8
2025-11-14 15:31:59,17,9
2025-11-14 15:32:01,17,10
2025-11-14 15:32:34,18,1
2025-11-14 15:32:36,18,2
2025-11-14 15:32:38,18,3
2025-11-14 15:32:40,18,4
2025-11-14 15:32:42,18,5
2025-11-14 15:32:44,18,6
2025-11-14 15:32:46,18,7
2025-11-14 15:32:48,18,8
2025-11-14 15:32:50,18,9
2025-11-14 15:32:52,18,10
2025-11-14 15:33:26,19,1
2025-11-14 15:33:29,19,2
2025-11-14 15:33:31,19,3
2025-11-14 15:33:33,19,4
2025-11-14 15:33:35,19,5
2025-11-14 15:33:37,19,6
2025-11-14 15:33:39,19,7
2025-11-14 15:33:41,19,8
2025-11-14 15:33:43,19,9
2025-11-14 15:33:45,19,10
2025-11-14 15:34:17,20,1
2025-11-14 15:34:19,20,2
2025-11-14 15:34:21,20,3
2025-11-14 15:34:23,20,4
2025-11-14 15:34:25,20,5
2025-11-14 15:34:27,20,6
2025-11-14 15:34:29,20,7
2025-11-14 15:34:31,20,8
2025-11-14 15:34:33,20,9
2025-11-14 15:34:35,20,10
2025-11-14 15:35:07,21,1
2025-11-14 15:35:09,21,2
2025-11-14 15:35:14,21,3
2025-11-14 15:35:16,21,4
2025-11-14 15:35:18,21,5
2025-11-14 15:35:20,21,6
2025-11-14 15:35:22,21,7
2025-11-14 15:35:25,21,8
2025-11-14 15:35:27,21,9
2025-11-14 15:35:29,21,10
2025-11-14 15:36:03,22,1
2025-11-14 15:36:05,22,2
2025-11-14 15:36:07,22,3
2025-11-14 15:36:09,22,4
2025-11-14 15:36:11,22,5
2025-11-14 15:36:14,22,6
2025-11-14 15:36:16,22,7
2025-11-14 15:36:18,22,8
2025-11-14 15:36:20,22,9
2025-11-14 15:36:23,22,10
2025-11-14 15:36:56,23,1
2025-11-14 15:36:58,23,2
2025-11-14 15:37:00,23,3
2025-11-14 15:37:02,23,4
2025-11-14 15:37:04,23,5
2025-11-14 15:37:07,23,6
2025-11-14 15:37:10,23,7
2025-11-14 15:37:13,23,8
2025-11-14 15:37:14,23,9
2025-11-14 15:37:18,23,10
2025-11-14 15:37:52,24,1
2025-11-14 15:37:55,24,2
2025-11-14 15:37:56,24,3
2025-11-14 15:37:59,24,4
2025-11-14 15:38:01,24,5
2025-11-14 15:38:04,24,6
2025-11-14 15:38:06,24,7
2025-11-14 15:38:09,24,8
2025-11-14 15:38:12,24,9
2025-11-14 15:38:16,24,10
2025-11-14 15:38:49,25,1
2025-11-14 15:38:51,25,2
2025-11-14 15:38:53,25,3
2025-11-14 15:38:56,25,4
2025-11-14 15:38:58,25,5
2025-11-14 15:39:01,25,6
2025-11-14 15:39:03,25,7
2025-11-14 15:39:06,25,8
2025-11-14 15:39:09,25,9
2025-11-14 15:39:11,25,10
2025-11-14 15:39:49,26,1
2025-11-14 15:39:51,26,2
2025-11-14 15:39:54,26,3
2025-11-14 15:39:58,26,4
2025-11-14 15:39:59,26,5
2025-11-14 15:40:02,26,6
2025-11-14 15:40:04,26,7
2025-11-14 15:40:07,26,8
2025-11-14 15:40:10,26,9
2025-11-14 15:40:14,26,10
2025-11-14 15:40:49,27,1
2025-11-14 15:40:51,27,2
2025-11-14 15:40:53,27,3
2025-11-14 15:40:55,27,4
2025-11-14 15:40:57,27,5
2025-11-14 15:40:59,27,6
2025-11-14 15:41:02,27,7
2025-11-14 15:41:07,27,8
