time_ms, emg_value
1762113572799,671
1762113572799,587
1762113572799,1004
1762113572799,1261
1762113572884,1251
1762113572884,912
1762113572884,787
1762113572884,785
1762113572970,944
1762113572970,687
1762113572970,577
1762113572970,727
1762113573023,1125
1762113573023,863
1762113573023,720
1762113573023,599
1762113573085,624
1762113573085,804
1762113573085,1150
1762113573085,826
1762113573138,793
1762113573138,1133
1762113573138,1309
1762113573138,1350
1762113573181,1472
1762113573181,1969
1762113573181,2930
1762113573181,2909
1762113573233,2500
1762113573233,2183
1762113573233,2285
1762113573233,2403
1762113573279,2112
1762113573279,2069
1762113573279,2998
1762113573279,2608
1762113573330,2391
1762113573330,1968
1762113573330,1535
1762113573330,1264
1762113573374,1177
1762113573374,1141
1762113573374,961
1762113573374,846
1762113573415,1067
1762113573415,958
1762113573415,878
1762113573415,832
1762113573460,726
1762113573460,640
1762113573460,784
1762113573460,1094
1762113573522,1677
1762113573522,1273
1762113573522,1136
1762113573522,1168
1762113573560,1023
1762113573560,939
1762113573560,926
1762113573560,970
1762113573602,1052
1762113573602,1039
1762113573602,995
1762113573602,1004
1762113573653,974
1762113573653,1041
1762113573653,919
1762113573653,855
1762113573748,703
1762113573748,681
1762113573748,784
1762113573748,667
1762113573816,413
1762113573816,553
1762113573816,481
1762113573816,414
1762113573868,383
1762113573868,320
1762113573868,391
1762113573868,432
1762113573972,407
1762113573972,850
1762113573972,784
1762113573972,873
1762113574021,763
1762113574021,631
1762113574021,619
1762113574021,741
1762113574069,1038
1762113574069,930
1762113574069,895
1762113574069,754
1762113574117,829
1762113574117,788
1762113574117,841
1762113574117,909
1762113574182,1114
1762113574182,1162
1762113574182,1371
1762113574182,1668
1762113574244,1725
1762113574244,1898
1762113574244,1597
1762113574244,1445
1762113574303,1792
1762113574303,2013
1762113574303,1808
1762113574303,1837
1762113574360,2259
1762113574360,2885
1762113574360,3009
1762113574360,2955
1762113574416,2896
1762113574416,4039
1762113574416,3554
1762113574416,4095
1762113574486,4095
1762113574486,3901
1762113574486,4095
1762113574486,4095
1762113574535,4095
1762113574535,4095
1762113574535,4095
1762113574535,4095
1762113574637,4095
1762113574637,4095
1762113574637,4095
1762113574637,4095
1762113574694,4095
1762113574694,4095
1762113574694,4095
1762113574694,4095
1762113574739,4095
1762113574739,4095
1762113574739,4095
1762113574739,4095
1762113574806,4095
1762113574806,4095
1762113574806,4095
1762113574806,4095
1762113574853,4095
1762113574853,4095
1762113574853,4095
1762113574853,4095
1762113574925,4095
