timestamp,set_number,rep_number
2025-11-14 14:51:21,22,10
2025-11-14 14:51:54,23,1
2025-11-14 14:51:56,23,2
2025-11-14 14:51:58,23,3
2025-11-14 14:52:00,23,4
2025-11-14 14:52:02,23,5
2025-11-14 14:52:03,23,6
2025-11-14 14:52:07,23,7
2025-11-14 14:52:08,23,8
2025-11-14 14:52:11,23,9
2025-11-14 14:52:12,23,10
2025-11-14 14:52:46,24,1
2025-11-14 14:52:48,24,2
2025-11-14 14:52:51,24,3
2025-11-14 14:52:53,24,4
2025-11-14 14:52:56,24,5
2025-11-14 14:52:58,24,6
2025-11-14 14:53:00,24,7
2025-11-14 14:53:03,24,8
2025-11-14 14:53:04,24,9
2025-11-14 14:53:05,24,10
2025-11-14 14:53:37,25,1
2025-11-14 14:53:40,25,2
2025-11-14 14:53:41,25,3
2025-11-14 14:53:44,25,4
2025-11-14 14:53:47,25,5
2025-11-14 14:53:50,25,6
2025-11-14 14:53:52,25,7
2025-11-14 14:53:54,25,8
2025-11-14 14:53:57,25,9
2025-11-14 14:54:00,25,10
2025-11-14 14:54:32,26,1
2025-11-14 14:54:34,26,2
2025-11-14 14:54:37,26,3
2025-11-14 14:54:39,26,4
2025-11-14 14:54:42,26,5
2025-11-14 14:54:45,26,6
2025-11-14 14:54:47,26,7
2025-11-14 14:54:50,26,8
2025-11-14 14:54:52,26,9
2025-11-14 14:54:55,26,10
2025-11-14 14:55:28,27,1
2025-11-14 14:55:30,27,2
2025-11-14 14:55:32,27,3
2025-11-14 14:55:35,27,4
2025-11-14 14:55:37,27,5
2025-11-14 14:55:40,27,6
2025-11-14 14:55:42,27,7
2025-11-14 14:55:44,27,8
2025-11-14 14:55:47,27,9
2025-11-14 14:55:49,27,10
2025-11-14 14:56:23,28,1
2025-11-14 14:56:26,28,2
2025-11-14 14:56:28,28,3
2025-11-14 14:56:30,28,4
2025-11-14 14:56:33,28,5
2025-11-14 14:56:37,28,6
2025-11-14 14:56:38,28,7
2025-11-14 14:56:40,28,8
2025-11-14 14:56:44,28,9
2025-11-14 14:56:45,28,10
2025-11-14 14:57:20,29,1
2025-11-14 14:57:25,29,2
2025-11-14 14:57:31,29,3
2025-11-14 14:57:33,29,4
2025-11-14 14:57:36,29,5
2025-11-14 14:57:39,29,6
2025-11-14 14:57:41,29,7
2025-11-14 14:57:42,29,8
2025-11-14 14:57:45,29,9
2025-11-14 14:57:48,29,10
2025-11-14 14:58:23,30,1
2025-11-14 14:58:25,30,2
2025-11-14 14:58:28,30,3
2025-11-14 14:58:31,30,4
2025-11-14 14:58:33,30,5
2025-11-14 14:58:35,30,6
2025-11-14 14:58:37,30,7
2025-11-14 14:58:41,30,8
2025-11-14 14:58:44,30,9
2025-11-14 14:58:45,30,10
2025-11-14 14:59:18,31,1
2025-11-14 14:59:21,31,2
2025-11-14 14:59:23,31,3
2025-11-14 14:59:25,31,4
2025-11-14 14:59:28,31,5
2025-11-14 14:59:31,31,6
2025-11-14 14:59:33,31,7
2025-11-14 14:59:35,31,8
2025-11-14 14:59:39,31,9
2025-11-14 14:59:41,31,10
2025-11-14 15:00:12,32,1
