time_ms, emg_value
1762113538289,7
1762113538289,0
1762113538289,0
1762113538289,10
1762113538472,4
1762113538472,0
1762113538472,2
1762113538472,0
1762113538515,16
1762113538515,0
1762113538515,0
1762113538515,0
1762113538599,3
1762113538599,0
1762113538599,5
1762113538599,0
1762113538708,0
1762113538708,14
1762113538708,0
1762113538708,10
1762113538790,0
1762113538790,7
1762113538790,0
1762113538790,10
1762113538849,0
1762113538849,0
1762113538849,0
1762113538849,1
1762113538890,0
1762113538890,0
1762113538890,9
1762113538890,0
1762113538936,6
1762113538936,3
1762113538936,0
1762113538936,2
1762113538994,0
1762113538994,0
1762113538994,0
1762113538994,18
1762113539038,11
1762113539038,3
1762113539038,6
1762113539038,0
1762113539078,0
1762113539078,0
1762113539078,5
1762113539078,1
1762113539122,0
1762113539122,1
1762113539122,0
1762113539122,0
1762113539171,5
1762113539171,0
1762113539171,0
1762113539171,4
1762113539213,0
1762113539213,0
1762113539213,0
1762113539213,16
1762113539264,0
1762113539264,7
1762113539264,6
1762113539264,3
1762113539299,3
1762113539299,0
1762113539299,0
1762113539299,0
1762113539343,0
1762113539343,0
1762113539343,0
1762113539343,0
1762113539406,14
1762113539406,6
1762113539406,0
1762113539406,0
1762113539468,0
1762113539468,13
1762113539468,0
1762113539468,0
1762113539531,16
1762113539531,6
1762113539531,13
1762113539531,12
1762113539587,2
1762113539587,12
1762113539587,2
1762113539587,9
1762113539623,5
1762113539623,0
1762113539623,0
1762113539623,11
1762113539686,10
1762113539686,16
1762113539686,8
1762113539686,0
1762113539775,0
1762113539775,0
1762113539775,2
1762113539775,9
1762113539817,7
1762113539817,16
1762113539817,0
1762113539817,11
1762113539881,25
1762113539881,16
1762113539881,3
1762113539881,6
1762113539950,16
1762113539950,17
1762113539950,0
1762113539950,0
1762113539999,0
1762113539999,16
1762113539999,0
1762113539999,1
1762113540069,10
1762113540069,0
1762113540069,9
1762113540069,0
1762113540106,5
1762113540106,0
1762113540106,10
1762113540106,0
1762113540183,6
1762113540183,0
1762113540183,0
1762113540183,5
1762113540215,19
1762113540215,1
1762113540215,0
1762113540215,0
1762113540279,0
1762113540279,9
1762113540279,0
1762113540279,0
1762113540338,0
1762113540338,0
1762113540338,0
1762113540338,3
1762113540391,17
1762113540391,10
1762113540391,0
1762113540391,13
1762113540454,0
1762113540454,0
1762113540454,1
1762113540454,14
1762113540497,1
1762113540497,0
1762113540497,16
1762113540497,8
1762113540575,0
1762113540575,6
1762113540575,16
1762113540575,15
1762113540619,16
1762113540619,0
1762113540619,10
1762113540619,22
1762113540667,18
1762113540667,13
1762113540667,2
1762113540667,16
1762113540716,61
1762113540716,52
1762113540716,46
1762113540716,30
1762113540845,48
1762113540845,33
1762113540845,39
1762113540845,16
1762113541189,16
1762113541189,19
1762113541189,16
1762113541189,8
1762113541233,14
1762113541233,0
1762113541233,28
