time_ms,emg_value
1762909851919,7.0
1762909851920,5.0
1762909851921,16.0
1762909851922,16.0
1762909851923,22.0
1762909851924,10.0
1762909851925,16.0
1762909851926,11.0
1762909851927,5.0
1762909851928,3.0
1762909851929,14.0
1762909851930,9.0
1762909851931,1.0
1762909851932,6.0
1762909851933,10.0
1762909851934,18.0
1762909851935,15.0
1762909851936,17.0
1762909851937,21.0
1762909851938,23.0
1762909851939,29.0
1762909851940,29.0
1762909851941,26.0
1762909851942,16.0
1762909851943,17.0
1762909851944,13.0
1762909851945,11.0
1762909851946,16.0
1762909851947,6.0
1762909851948,6.0
1762909851949,29.0
1762909851950,18.0
1762909851951,27.0
1762909851952,16.0
1762909851953,18.0
1762909851954,13.0
1762909851955,14.0
1762909851956,4.0
1762909851957,35.0
1762909851958,25.0
1762909851959,16.0
1762909851960,26.0
1762909851961,13.0
1762909851962,12.0
1762909851963,11.0
1762909851964,12.0
1762909851965,12.0
1762909851966,14.0
1762909851967,8.0
1762909851968,5.0
1762909851969,16.0
1762909851970,14.0
1762909851971,17.0
1762909851972,14.0
1762909851973,15.0
1762909851974,16.0
1762909851975,10.0
1762909851976,7.0
1762909851977,4.0
1762909851978,13.0
1762909851979,47.0
1762909851980,32.0
1762909851981,33.0
1762909851982,33.0
1762909851983,48.0
1762909851984,26.0
1762909851985,18.0
1762909851986,16.0
1762909851987,16.0
1762909851988,16.0
1762909851989,16.0
1762909851990,16.0
1762909851991,19.0
1762909851992,14.0
1762909851993,14.0
1762909851994,5.0
1762909851995,18.0
1762909851996,9.0
1762909851997,3.0
1762909851998,3.0
1762909851999,36.0
1762909852000,48.0
1762909852001,33.0
1762909852002,46.0
1762909852003,18.0
1762909852004,16.0
1762909852005,16.0
1762909852006,18.0
1762909852007,15.0
1762909852008,21.0
1762909852009,13.0
1762909852010,11.0
1762909852011,14.0
1762909852012,15.0
1762909852013,13.0
1762909852014,15.0
1762909852015,12.0
1762909852016,5.0
1762909852017,10.0
1762909852018,11.0
1762909852019,10.0
1762909852020,9.0
1762909852021,11.0
1762909852022,11.0
