timestamp,set_number,rep_number
2025-11-15 11:30:41,1,1
2025-11-15 11:30:41,1,2
2025-11-15 11:30:42,1,3
2025-11-15 11:30:44,1,4
2025-11-15 11:30:45,1,5
2025-11-15 11:30:48,1,6
2025-11-15 11:30:50,1,7
2025-11-15 11:30:53,1,8
2025-11-15 11:30:54,1,9
2025-11-15 11:30:56,1,10
2025-11-15 11:31:28,2,1
2025-11-15 11:31:30,2,2
2025-11-15 11:31:32,2,3
2025-11-15 11:31:35,2,4
2025-11-15 11:31:37,2,5
2025-11-15 11:31:40,2,6
2025-11-15 11:31:43,2,7
2025-11-15 11:31:46,2,8
2025-11-15 11:31:48,2,9
2025-11-15 11:31:51,2,10
2025-11-15 11:32:23,3,1
2025-11-15 11:32:25,3,2
2025-11-15 11:32:27,3,3
2025-11-15 11:32:30,3,4
2025-11-15 11:32:32,3,5
2025-11-15 11:32:35,3,6
2025-11-15 11:32:37,3,7
2025-11-15 11:32:40,3,8
2025-11-15 11:32:42,3,9
2025-11-15 11:32:44,3,10
2025-11-15 11:33:16,4,1
2025-11-15 11:33:19,4,2
2025-11-15 11:33:21,4,3
2025-11-15 11:33:24,4,4
2025-11-15 11:33:27,4,5
2025-11-15 11:33:30,4,6
2025-11-15 11:33:32,4,7
2025-11-15 11:33:35,4,8
2025-11-15 11:33:37,4,9
2025-11-15 11:33:40,4,10
2025-11-15 11:34:13,5,1
2025-11-15 11:34:16,5,2
2025-11-15 11:34:18,5,3
2025-11-15 11:34:20,5,4
2025-11-15 11:34:24,5,5
2025-11-15 11:34:26,5,6
2025-11-15 11:34:29,5,7
2025-11-15 11:34:32,5,8
2025-11-15 11:34:35,5,9
2025-11-15 11:34:37,5,10
2025-11-15 11:35:10,6,1
2025-11-15 11:35:13,6,2
2025-11-15 11:35:15,6,3
2025-11-15 11:35:18,6,4
2025-11-15 11:35:21,6,5
2025-11-15 11:35:24,6,6
2025-11-15 11:35:27,6,7
2025-11-15 11:35:29,6,8
2025-11-15 11:35:32,6,9
2025-11-15 11:35:34,6,10
2025-11-15 11:36:06,7,1
2025-11-15 11:36:09,7,2
2025-11-15 11:36:12,7,3
2025-11-15 11:36:15,7,4
2025-11-15 11:36:17,7,5
2025-11-15 11:36:20,7,6
2025-11-15 11:36:23,7,7
2025-11-15 11:36:26,7,8
2025-11-15 11:36:29,7,9
2025-11-15 11:36:31,7,10
2025-11-15 11:37:04,8,1
2025-11-15 11:37:06,8,2
2025-11-15 11:37:08,8,3
2025-11-15 11:37:12,8,4
2025-11-15 11:37:15,8,5
2025-11-15 11:37:17,8,6
2025-11-15 11:37:20,8,7
2025-11-15 11:37:23,8,8
2025-11-15 11:37:25,8,9
2025-11-15 11:37:28,8,10
2025-11-15 11:38:02,9,1
2025-11-15 11:38:05,9,2
2025-11-15 11:38:08,9,3
2025-11-15 11:38:11,9,4
2025-11-15 11:38:13,9,5
2025-11-15 11:38:16,9,6
2025-11-15 11:38:19,9,7
2025-11-15 11:38:22,9,8
2025-11-15 11:38:24,9,9
2025-11-15 11:38:27,9,10
2025-11-15 11:39:00,10,1
2025-11-15 11:39:04,10,2
2025-11-15 11:39:07,10,3
2025-11-15 11:39:09,10,4
2025-11-15 11:39:13,10,5
2025-11-15 11:39:16,10,6
2025-11-15 11:39:19,10,7
2025-11-15 11:39:22,10,8
2025-11-15 11:39:25,10,9
2025-11-15 11:39:28,10,10
2025-11-15 11:40:00,11,1
2025-11-15 11:40:03,11,2
2025-11-15 11:40:06,11,3
2025-11-15 11:40:08,11,4
2025-11-15 11:40:11,11,5
2025-11-15 11:40:12,11,6
2025-11-15 11:40:16,11,7
2025-11-15 11:40:19,11,8
2025-11-15 11:40:21,11,9
2025-11-15 11:40:25,11,10
2025-11-15 11:41:00,12,1
2025-11-15 11:41:02,12,2
2025-11-15 11:41:04,12,3
2025-11-15 11:41:07,12,4
2025-11-15 11:41:09,12,5
2025-11-15 11:41:12,12,6
2025-11-15 11:41:14,12,7
2025-11-15 11:41:16,12,8
2025-11-15 11:41:20,12,9
2025-11-15 11:41:23,12,10
2025-11-15 11:42:03,13,1
2025-11-15 11:42:05,13,2
2025-11-15 11:42:08,13,3
2025-11-15 11:42:11,13,4
2025-11-15 11:42:13,13,5
2025-11-15 11:42:16,13,6
2025-11-15 11:42:19,13,7
2025-11-15 11:42:22,13,8
2025-11-15 11:42:25,13,9
2025-11-15 11:42:29,13,10
2025-11-15 11:43:04,14,1
2025-11-15 11:43:07,14,2
2025-11-15 11:43:09,14,3
2025-11-15 11:43:12,14,4
2025-11-15 11:43:15,14,5
2025-11-15 11:43:17,14,6
2025-11-15 11:43:21,14,7
2025-11-15 11:43:23,14,8
2025-11-15 11:43:26,14,9
2025-11-15 11:43:30,14,10
2025-11-15 11:44:06,15,1
2025-11-15 11:44:08,15,2
2025-11-15 11:44:11,15,3
2025-11-15 11:44:13,15,4
2025-11-15 11:44:16,15,5
2025-11-15 11:44:19,15,6
2025-11-15 11:44:21,15,7
2025-11-15 11:44:24,15,8
2025-11-15 11:44:27,15,9
2025-11-15 11:44:31,15,10
2025-11-15 11:45:05,16,1
2025-11-15 11:45:08,16,2
2025-11-15 11:45:13,16,3
2025-11-15 11:45:16,16,4
2025-11-15 11:45:19,16,5
2025-11-15 11:45:22,16,6
2025-11-15 11:45:24,16,7
2025-11-15 11:45:27,16,8
2025-11-15 11:45:30,16,9
2025-11-15 11:45:34,16,10
2025-11-15 11:46:06,17,1
2025-11-15 11:46:09,17,2
2025-11-15 11:46:12,17,3
2025-11-15 11:46:14,17,4
2025-11-15 11:46:17,17,5
2025-11-15 11:46:20,17,6
2025-11-15 11:46:24,17,7
2025-11-15 11:46:27,17,8
2025-11-15 11:46:30,17,9
2025-11-15 11:46:35,17,10
2025-11-15 11:47:08,18,1
2025-11-15 11:47:11,18,2
2025-11-15 11:47:13,18,3
2025-11-15 11:47:16,18,4
2025-11-15 11:47:19,18,5
2025-11-15 11:47:22,18,6
2025-11-15 11:47:24,18,7
2025-11-15 11:47:27,18,8
2025-11-15 11:47:30,18,9
2025-11-15 11:47:34,18,10
2025-11-15 11:48:08,19,1
2025-11-15 11:48:12,19,2
2025-11-15 11:48:14,19,3
2025-11-15 11:48:17,19,4
2025-11-15 11:48:20,19,5
2025-11-15 11:48:23,19,6
2025-11-15 11:48:27,19,7
2025-11-15 11:48:29,19,8
2025-11-15 11:48:33,19,9
2025-11-15 11:48:37,19,10
2025-11-15 11:49:10,20,1
2025-11-15 11:49:14,20,2
2025-11-15 11:49:17,20,3
2025-11-15 11:49:19,20,4
2025-11-15 11:49:23,20,5
2025-11-15 11:49:25,20,6
2025-11-15 11:49:29,20,7
2025-11-15 11:49:34,20,8
2025-11-15 11:49:39,20,9
2025-11-15 11:49:42,20,10
2025-11-15 11:50:14,21,1
2025-11-15 11:50:19,21,2
2025-11-15 11:50:22,21,3
2025-11-15 11:50:25,21,4
2025-11-15 11:50:29,21,5
2025-11-15 11:50:32,21,6
2025-11-15 11:50:36,21,7
