time_ms,emg_value
1763142377770,0.0
1763142377771,4.0
1763142377772,8.0
1763142377773,0.0
1763142377774,1.0
1763142377775,5.0
1763142377776,0.0
1763142377777,0.0
1763142377778,3.0
1763142377779,2.0
1763142377780,9.0
1763142377781,0.0
1763142377782,0.0
1763142377783,6.0
1763142377784,0.0
1763142377785,10.0
1763142377786,0.0
1763142377787,0.0
1763142377788,0.0
1763142377789,13.0
1763142377790,0.0
1763142377791,0.0
1763142377792,11.0
1763142377793,3.0
1763142377794,0.0
1763142377795,11.0
1763142377796,5.0
1763142377797,0.0
1763142377798,0.0
1763142377799,0.0
1763142377800,0.0
1763142377801,3.0
1763142377802,0.0
1763142377803,0.0
1763142377804,1.0
1763142377805,1.0
1763142377806,13.0
1763142377807,3.0
1763142377808,12.0
1763142377809,15.0
1763142377810,0.0
1763142377811,0.0
1763142377812,0.0
1763142377813,0.0
1763142377814,4.0
1763142377815,15.0
1763142377816,5.0
1763142377817,4.0
1763142377818,5.0
1763142377819,2.0
1763142377820,9.0
1763142377821,0.0
1763142377822,0.0
1763142377823,3.0
1763142377824,0.0
1763142377825,0.0
1763142377826,0.0
1763142377827,0.0
1763142377828,10.0
1763142377829,0.0
1763142377830,10.0
1763142377831,4.0
1763142377832,4.0
1763142377833,10.0
1763142377834,0.0
1763142377835,0.0
1763142377836,11.0
1763142377837,0.0
1763142377838,0.0
1763142377839,5.0
1763142377840,4.0
1763142377841,0.0
1763142377842,3.0
1763142377843,13.0
1763142377844,3.0
1763142377845,2.0
1763142377846,2.0
1763142377847,11.0
1763142377848,0.0
1763142377849,1.0
1763142377850,0.0
1763142377851,0.0
1763142377852,11.0
1763142377853,0.0
1763142377854,6.0
1763142377855,0.0
1763142377856,6.0
1763142377857,0.0
1763142377858,13.0
1763142377859,3.0
1763142377860,0.0
1763142377861,0.0
1763142377862,5.0
1763142377863,16.0
1763142377864,0.0
1763142377865,7.0
1763142377866,0.0
1763142377867,0.0
1763142377868,3.0
1763142377869,0.0
1763142377870,0.0
1763142377871,0.0
1763142377872,9.0
1763142377873,10.0
1763142377874,0.0
1763142377875,11.0
1763142377876,0.0
1763142377877,5.0
1763142377878,0.0
1763142377879,1.0
1763142377880,0.0
1763142377881,16.0
1763142377882,0.0
1763142377883,0.0
1763142377884,0.0
1763142377885,2.0
1763142377886,14.0
1763142377887,0.0
1763142377888,3.0
1763142377889,16.0
1763142377890,0.0
1763142377891,18.0
1763142377892,3.0
1763142377893,0.0
1763142377894,5.0
1763142377895,0.0
1763142377896,0.0
1763142377897,1.0
1763142377898,1.0
1763142377899,15.0
1763142377900,9.0
1763142377901,4.0
1763142377902,5.0
1763142377903,0.0
1763142377904,1.0
1763142377905,0.0
1763142377906,0.0
1763142377907,5.0
1763142377908,0.0
1763142377909,14.0
1763142377910,0.0
1763142377911,0.0
1763142377912,0.0
1763142377913,0.0
1763142377914,0.0
1763142377915,7.0
1763142377916,7.0
1763142377917,0.0
1763142377918,3.0
1763142377919,0.0
1763142377920,0.0
1763142377921,3.0
1763142377922,5.0
1763142377923,0.0
1763142377924,0.0
1763142377925,16.0
1763142377926,0.0
1763142377927,3.0
1763142377928,3.0
1763142377929,0.0
1763142377930,1.0
1763142377931,0.0
1763142377932,0.0
1763142377933,0.0
1763142377934,15.0
1763142377935,0.0
1763142377936,0.0
1763142377937,0.0
1763142377938,12.0
1763142377939,0.0
1763142377940,6.0
1763142377941,1.0
1763142377942,0.0
1763142377943,16.0
1763142377944,0.0
1763142377945,0.0
1763142377946,1.0
1763142377947,0.0
1763142377948,1.0
